[Main]
Experiment = "IvsV_400.0K"
Header length = 55    
Date = "20201117 14:15:22"
Comments = "SD: 1I- to 2I-; Volt1: 1V- to 1Va; Volt2: 2I+ to 2V-"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 4.000000E+2
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = -10.000000E+0
Final Voltage (V) = 10.000000E+0
Voltage step (V) = 100.000000E-3
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 10.000000E-6
Auto-range = 1
Manual range (V) = 10.000000E+0
Measurement Type = "Static"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Temperature (K)
63.576181412E+0	-9.000000000E+0	-2.562511000E-6	90.476516290E-12	3.512180045E+6	124.007200391E+0	-1.223830104E+0	-2.643031666E+0	205.155957186E-6	282.771012838E-6	477.590185434E+3	1.031422564E+6	80.060517666E+0	110.349189852E+0	400.001100000E+0
69.907609463E+0	-8.899999619E+0	-2.538695500E-6	71.989343081E-12	3.505737344E+6	99.411579051E+0	-1.211687458E+0	-2.617506914E+0	194.645239052E-6	272.717917960E-6	477.287432857E+3	1.031044059E+6	76.671360961E+0	107.424430366E+0	400.001100000E+0
76.241961479E+0	-8.800000191E+0	-2.514275933E-6	72.130596757E-12	3.500013691E+6	100.409852743E+0	-1.199326716E+0	-2.591697080E+0	184.402053764E-6	254.830189234E-6	477.006799360E+3	1.030792621E+6	73.342011240E+0	101.353310452E+0	400.001100000E+0
82.562401772E+0	-8.699999809E+0	-2.489855067E-6	69.920118625E-12	3.494179210E+6	98.123552697E+0	-1.187065022E+0	-2.565751368E+0	164.373831294E-6	282.615797987E-6	476.760690836E+3	1.030482217E+6	66.017429486E+0	113.506927279E+0	400.001100000E+0
88.883962154E+0	-8.600000381E+0	-2.465458400E-6	84.486522084E-12	3.488195291E+6	119.533750194E+0	-1.174573862E+0	-2.538825148E+0	181.715894313E-6	329.947903781E-6	476.411957441E+3	1.029757853E+6	73.704709158E+0	133.828217820E+0	400.001100000E+0
95.211387157E+0	-8.500000000E+0	-2.440943233E-6	112.423056702E-12	3.482260416E+6	160.383230094E+0	-1.162051481E+0	-2.511914127E+0	190.205024422E-6	297.189441697E-6	476.066573554E+3	1.029075192E+6	77.922756181E+0	121.751885762E+0	400.001100000E+0
101.541115284E+0	-8.399999619E+0	-2.416356267E-6	72.817643435E-12	3.476308413E+6	104.759629189E+0	-1.149500433E+0	-2.485418678E+0	166.997082451E-6	280.585328936E-6	475.716453402E+3	1.028581221E+6	69.111117741E+0	116.119188551E+0	400.001100000E+0
107.866225719E+0	-8.300000191E+0	-2.391535000E-6	113.002593806E-12	3.470574418E+6	163.988363637E+0	-1.137038527E+0	-2.459032514E+0	147.303428060E-6	265.735027639E-6	475.442979927E+3	1.028223511E+6	61.593674381E+0	111.114839481E+0	400.001100000E+0
114.192036152E+0	-8.199999809E+0	-2.366437200E-6	85.164911020E-12	3.465124622E+6	124.705202464E+0	-1.124258955E+0	-2.432145506E+0	184.810580264E-6	295.039737553E-6	475.085058388E+3	1.027766765E+6	78.096549642E+0	124.676766217E+0	400.001100000E+0
120.515103817E+0	-8.100000381E+0	-2.341118567E-6	100.522662853E-12	3.459884731E+6	148.560107653E+0	-1.111478296E+0	-2.405077943E+0	187.976099920E-6	347.567047870E-6	474.763778374E+3	1.027320007E+6	80.293284841E+0	148.461958663E+0	400.001400000E+0
127.031955242E+0	-8.000000000E+0	-2.315422733E-6	75.834635583E-12	3.455092621E+6	113.161059548E+0	-1.098923265E+0	-2.378321704E+0	138.893812745E-6	288.694815339E-6	474.610207824E+3	1.027165221E+6	59.986373436E+0	124.683415768E+0	400.001400000E+0
133.366367817E+0	-7.900000095E+0	-2.289713833E-6	85.746250881E-12	3.450212852E+6	129.205148915E+0	-1.086148286E+0	-2.351187626E+0	202.133131453E-6	282.166758453E-6	474.359839436E+3	1.026847806E+6	88.278774627E+0	123.232324645E+0	400.001400000E+0
139.685800076E+0	-7.800000191E+0	-2.263782533E-6	88.221403820E-12	3.445560727E+6	134.276238898E+0	-1.073399516E+0	-2.323799598E+0	193.660916422E-6	257.315244525E-6	474.161939083E+3	1.026511851E+6	85.547491232E+0	113.666061442E+0	400.001400000E+0
146.020745754E+0	-7.699999809E+0	-2.237469300E-6	91.391597743E-12	3.441387915E+6	140.566818059E+0	-1.060435153E+0	-2.296657015E+0	190.070584427E-6	253.772362150E-6	473.944001526E+3	1.026452973E+6	84.948912786E+0	113.419371676E+0	400.001400000E+0
152.341763020E+0	-7.599999905E+0	-2.210795933E-6	112.096305065E-12	3.437675902E+6	174.304086973E+0	-1.047542055E+0	-2.269179551E+0	172.123704367E-6	237.542801410E-6	473.830279345E+3	1.026408416E+6	77.855989226E+0	107.446733472E+0	400.001400000E+0
158.658481598E+0	-7.500000000E+0	-2.183867633E-6	115.706073316E-12	3.434274077E+6	181.955335588E+0	-1.034797288E+0	-2.241619909E+0	210.112736670E-6	264.501960725E-6	473.837000255E+3	1.026444953E+6	96.211296629E+0	121.116296925E+0	400.001400000E+0
164.982450962E+0	-7.400000095E+0	-2.156974900E-6	108.114674113E-12	3.430730740E+6	171.959504931E+0	-1.021806256E+0	-2.214126763E+0	183.774991726E-6	274.440398533E-6	473.721903610E+3	1.026496304E+6	85.200338551E+0	127.233932362E+0	400.001400000E+0
171.307086468E+0	-7.300000191E+0	-2.130117433E-6	93.008966321E-12	3.427041193E+6	149.637552346E+0	-1.008660284E+0	-2.186301215E+0	180.444760264E-6	234.456171049E-6	473.523322181E+3	1.026375908E+6	84.711179506E+0	110.067251401E+0	400.001400000E+0
177.631672859E+0	-7.199999809E+0	-2.103459633E-6	81.812014687E-12	3.422932247E+6	133.131617469E+0	-995.882392233E-3	-2.158205693E+0	172.527264795E-6	300.785216006E-6	473.449728462E+3	1.026026675E+6	82.020715806E+0	142.995478135E+0	400.001400000E+0
183.973921776E+0	-7.099999905E+0	-2.076879733E-6	53.367905461E-12	3.418589816E+6	87.844748621E+0	-982.794890733E-3	-2.130232803E+0	187.519741322E-6	260.598268634E-6	473.207415413E+3	1.025689051E+6	90.289167116E+0	125.475859026E+0	399.996500000E+0
190.472337723E+0	-7.000000000E+0	-2.050279600E-6	67.798687811E-12	3.414168487E+6	112.899793467E+0	-969.716708733E-3	-2.102131224E+0	178.205355205E-6	294.728178821E-6	472.968032620E+3	1.025290026E+6	86.917586852E+0	143.750237197E+0	399.996500000E+0
196.820319176E+0	-6.900000095E+0	-2.023693900E-6	102.877010602E-12	3.409606609E+6	173.331616618E+0	-956.591181200E-3	-2.073933842E+0	175.791394665E-6	283.611079122E-6	472.695589585E+3	1.024825860E+6	86.866593147E+0	140.145245841E+0	399.996500000E+0
203.150539875E+0	-6.800000191E+0	-1.996996400E-6	89.337253302E-12	3.405113895E+6	152.330531291E+0	-943.551640033E-3	-2.045718278E+0	167.542936237E-6	296.881772348E-6	472.485398588E+3	1.024397579E+6	83.897465332E+0	148.664149994E+0	399.996500000E+0
209.472112656E+0	-6.699999809E+0	-1.969886867E-6	76.671594045E-12	3.401210457E+6	132.381321894E+0	-930.316334900E-3	-2.017414024E+0	157.893069268E-6	344.763105620E-6	472.268915866E+3	1.024126846E+6	80.153369181E+0	175.016703473E+0	399.996500000E+0
215.797956944E+0	-6.599999905E+0	-1.942448000E-6	57.238159444E-12	3.397774306E+6	100.122292832E+0	-917.037992833E-3	-1.988788323E+0	177.295828257E-6	269.552856399E-6	472.104268857E+3	1.023856661E+6	91.274427041E+0	138.769664052E+0	399.996500000E+0
222.319409370E+0	-6.500000000E+0	-1.914722033E-6	88.848372711E-12	3.394748630E+6	157.525680652E+0	-903.761413733E-3	-1.959856793E+0	163.445913746E-6	211.322207021E-6	472.006587901E+3	1.023572487E+6	85.362737202E+0	110.367041974E+0	399.996500000E+0
228.650839329E+0	-6.400000095E+0	-1.886995600E-6	88.754057702E-12	3.391634880E+6	159.524144012E+0	-890.526024400E-3	-1.931377041E+0	197.121382380E-6	247.418237974E-6	471.927981390E+3	1.023519631E+6	104.463085330E+0	131.117548962E+0	399.996500000E+0
234.986045361E+0	-6.300000191E+0	-1.859189567E-6	64.366238384E-12	3.388573335E+6	117.314405689E+0	-877.121449600E-3	-1.902550079E+0	172.962647253E-6	261.589984135E-6	471.776232680E+3	1.023322265E+6	93.031205830E+0	140.701082248E+0	399.996500000E+0
241.325646400E+0	-6.199999809E+0	-1.831388833E-6	58.822399753E-12	3.385408765E+6	108.735984462E+0	-863.695368400E-3	-1.873684843E+0	177.052473651E-6	213.635258119E-6	471.606767869E+3	1.023095046E+6	96.676615270E+0	116.652048014E+0	399.996500000E+0
247.651978970E+0	-6.099999905E+0	-1.803643000E-6	61.173580053E-12	3.382043955E+6	114.707698036E+0	-850.391723933E-3	-1.844602601E+0	162.248136963E-6	342.810947356E-6	471.485612138E+3	1.022709372E+6	89.955793338E+0	190.065854139E+0	399.998800000E+0
254.151349545E+0	-6.000000000E+0	-1.775817567E-6	76.045214923E-12	3.378725446E+6	144.685978746E+0	-836.954572367E-3	-1.815782582E+0	185.632164398E-6	262.383829173E-6	471.306618471E+3	1.022505136E+6	104.533352909E+0	147.753820042E+0	399.998800000E+0
260.491115093E+0	-5.900000095E+0	-1.747924933E-6	70.113667974E-12	3.375431051E+6	135.397034214E+0	-823.592661733E-3	-1.786620555E+0	138.988437604E-6	241.045500766E-6	471.183084598E+3	1.022138034E+6	79.516250929E+0	137.903805918E+0	399.998800000E+0
266.827150345E+0	-5.800000191E+0	-1.720311500E-6	86.920395607E-12	3.371482543E+6	170.347403024E+0	-810.054184100E-3	-1.757382802E+0	179.636330064E-6	212.377193779E-6	470.876457025E+3	1.021549180E+6	104.420815686E+0	123.452754794E+0	399.998800000E+0
273.161636829E+0	-5.699999809E+0	-1.692936967E-6	110.437213660E-12	3.366929733E+6	219.638619528E+0	-796.568033433E-3	-1.728118509E+0	165.079194593E-6	270.685819403E-6	470.524330863E+3	1.020781366E+6	97.510538102E+0	159.891256870E+0	399.998800000E+0
279.496980667E+0	-5.599999905E+0	-1.665622700E-6	123.447922847E-12	3.362105899E+6	249.183077045E+0	-783.004877533E-3	-1.698844798E+0	180.983571613E-6	305.122883145E-6	470.097386121E+3	1.019945752E+6	108.658204294E+0	183.188475484E+0	399.998800000E+0
285.825585365E+0	-5.500000000E+0	-1.637992000E-6	83.536900787E-12	3.357769757E+6	171.244840674E+0	-769.425062667E-3	-1.669548821E+0	172.553506379E-6	215.632903300E-6	469.736764689E+3	1.019265552E+6	105.344535492E+0	131.644662062E+0	399.998800000E+0
292.157661438E+0	-5.400000095E+0	-1.610011200E-6	101.914907035E-12	3.354013994E+6	212.311581681E+0	-755.956635367E-3	-1.639987762E+0	207.617492893E-6	199.733749278E-6	469.535016506E+3	1.018618853E+6	128.954067458E+0	124.057366357E+0	399.998800000E+0
298.489166260E+0	-5.300000191E+0	-1.581749667E-6	77.874936579E-12	3.350719967E+6	164.967384166E+0	-742.276435300E-3	-1.610698402E+0	149.307690032E-6	283.252136148E-6	469.275544002E+3	1.018301718E+6	94.394007584E+0	179.075198887E+0	399.998800000E+0
304.820593357E+0	-5.199999809E+0	-1.552904067E-6	58.920129066E-12	3.348564745E+6	127.050904927E+0	-728.757629267E-3	-1.581191328E+0	155.048712911E-6	232.602181507E-6	469.286960418E+3	1.018215717E+6	99.844360150E+0	149.785287128E+0	399.998800000E+0
311.149932861E+0	-5.099999905E+0	-1.523914300E-6	64.630594869E-12	3.346644824E+6	141.934258248E+0	-715.119592667E-3	-1.551433978E+0	175.105333459E-6	255.281476288E-6	469.264966322E+3	1.018058547E+6	114.904974288E+0	167.516950453E+0	400.009300000E+0
317.647498608E+0	-5.000000000E+0	-1.494728667E-6	57.317827361E-12	3.345088718E+6	128.272924675E+0	-701.453837067E-3	-1.521827417E+0	204.701104440E-6	254.975174266E-6	469.285063376E+3	1.018129545E+6	136.948671023E+0	170.582915784E+0	400.009300000E+0
323.982825756E+0	-4.900000095E+0	-1.465504633E-6	88.293196260E-12	3.343558242E+6	201.441494858E+0	-687.816257833E-3	-1.492206123E+0	158.452992155E-6	227.392308688E-6	469.337484296E+3	1.018219997E+6	108.121795422E+0	155.163145524E+0	400.009300000E+0
330.307839394E+0	-4.800000191E+0	-1.436274700E-6	86.150289691E-12	3.341979212E+6	200.457807473E+0	-674.131942267E-3	-1.462506661E+0	162.004350086E-6	259.328745055E-6	469.361426659E+3	1.018263889E+6	112.794822666E+0	180.556508484E+0	400.009300000E+0
336.639246464E+0	-4.699999809E+0	-1.406798400E-6	95.212864967E-12	3.340919217E+6	226.115191978E+0	-660.369723267E-3	-1.432709222E+0	186.351471989E-6	221.281365859E-6	469.413189030E+3	1.018418291E+6	132.464944507E+0	157.294297363E+0	400.009300000E+0
342.967748642E+0	-4.599999905E+0	-1.377480367E-6	74.459655048E-12	3.339430467E+6	180.512801978E+0	-646.611412700E-3	-1.402855180E+0	195.180071469E-6	219.366684124E-6	469.416064539E+3	1.018421180E+6	141.693541478E+0	159.252131233E+0	400.009300000E+0
349.286881447E+0	-4.500000000E+0	-1.348291133E-6	81.915740281E-12	3.337558105E+6	202.774116172E+0	-632.942347167E-3	-1.373199081E+0	136.703859531E-6	245.024367865E-6	469.440413512E+3	1.018473716E+6	101.390460970E+0	181.729569978E+0	400.009300000E+0
355.605368137E+0	-4.400000095E+0	-1.319070367E-6	71.265159710E-12	3.335682619E+6	180.216280037E+0	-619.197455933E-3	-1.343346274E+0	139.011910821E-6	213.153937760E-6	469.419578804E+3	1.018403800E+6	105.386273798E+0	161.594061353E+0	400.009300000E+0
361.933484554E+0	-4.300000191E+0	-1.289975033E-6	83.433427244E-12	3.333397996E+6	215.598606151E+0	-605.456190300E-3	-1.313349116E+0	157.232383907E-6	248.879952069E-6	469.354967852E+3	1.018119795E+6	121.887927939E+0	192.933929447E+0	400.009300000E+0
368.262154579E+0	-4.199999809E+0	-1.260740067E-6	61.854073728E-12	3.331376483E+6	163.443053841E+0	-591.637266633E-3	-1.283453914E+0	193.018041158E-6	262.096006133E-6	469.277753818E+3	1.018016281E+6	153.098998169E+0	207.890597803E+0	400.009300000E+0
374.593338490E+0	-4.099999905E+0	-1.231534033E-6	64.169217743E-12	3.329181162E+6	173.467354644E+0	-577.832097767E-3	-1.253310271E+0	189.736545468E-6	225.011135736E-6	469.197019430E+3	1.017682206E+6	154.065206752E+0	182.708012646E+0	399.985500000E+0
381.107529640E+0	-4.000000000E+0	-1.202227000E-6	69.204843362E-12	3.327158681E+6	191.524142599E+0	-564.039610733E-3	-1.223240775E+0	162.620742248E-6	207.528180932E-6	469.162321869E+3	1.017479041E+6	135.266253585E+0	172.619797203E+0	399.985500000E+0
387.441435337E+0	-3.900000095E+0	-1.172937067E-6	62.958077641E-12	3.324986656E+6	178.470588075E+0	-550.204968933E-3	-1.193166389E+0	182.833440819E-6	237.091187750E-6	469.083111592E+3	1.017246724E+6	155.876599022E+0	202.134619569E+0	399.985500000E+0
393.777396679E+0	-3.799999952E+0	-1.143822100E-6	53.547497446E-12	3.322194905E+6	155.527002990E+0	-536.311819900E-3	-1.163123012E+0	199.052429237E-6	237.370826148E-6	468.876952019E+3	1.016874051E+6	174.023940644E+0	207.524252371E+0	399.985500000E+0
400.108422279E+0	-3.700000048E+0	-1.114693467E-6	80.746403073E-12	3.319298227E+6	240.444032894E+0	-522.529828533E-3	-1.133010098E+0	164.485227244E-6	210.734096151E-6	468.765489490E+3	1.016431989E+6	147.560950309E+0	189.051162901E+0	399.985500000E+0
406.439145565E+0	-3.599999905E+0	-1.085396967E-6	73.876636843E-12	3.316758767E+6	225.752411731E+0	-508.609688733E-3	-1.102680369E+0	162.447034274E-6	240.248078420E-6	468.593246852E+3	1.015923577E+6	149.666010928E+0	221.345817059E+0	399.985500000E+0
412.762234211E+0	-3.500000000E+0	-1.055846767E-6	70.436904186E-12	3.314874952E+6	221.139597861E+0	-494.670436033E-3	-1.072315170E+0	147.083892969E-6	230.571205555E-6	468.505896547E+3	1.015597342E+6	139.304203614E+0	218.375632558E+0	399.985500000E+0
419.106553555E+0	-3.400000095E+0	-1.026204367E-6	64.004031841E-12	3.313180304E+6	206.641975568E+0	-480.818920500E-3	-1.042143785E+0	154.808907701E-6	232.117234511E-6	468.541097775E+3	1.015532402E+6	150.855826314E+0	226.190067057E+0	399.985500000E+0
425.435288906E+0	-3.299999952E+0	-996.491740000E-9	62.688032186E-12	3.311617969E+6	208.329688551E+0	-466.940164300E-3	-1.012093904E+0	183.369914907E-6	278.856067035E-6	468.584079081E+3	1.015657093E+6	184.015489086E+0	279.837810833E+0	399.985500000E+0
431.762673378E+0	-3.200000048E+0	-966.601113333E-9	54.101091412E-12	3.310569379E+6	185.294030948E+0	-453.056711567E-3	-981.739265700E-3	164.156926315E-6	260.834904331E-6	468.711141874E+3	1.015661220E+6	169.829026732E+0	269.847510760E+0	399.985500000E+0
438.096744061E+0	-3.099999905E+0	-936.643960000E-9	72.103544320E-12	3.309688673E+6	254.782280223E+0	-439.083730667E-3	-951.513553633E-3	158.101927717E-6	206.140285396E-6	468.784030451E+3	1.015875396E+6	168.796185603E+0	220.083931781E+0	400.009000000E+0
444.626028061E+0	-3.000000000E+0	-906.671663333E-9	47.472463767E-12	3.308805294E+6	173.245890223E+0	-425.092861867E-3	-921.192250133E-3	155.058991512E-6	194.966495181E-6	468.849837331E+3	1.016015265E+6	171.020004025E+0	215.035390501E+0	400.009000000E+0
450.967723846E+0	-2.900000095E+0	-876.631560000E-9	57.572243073E-12	3.308117375E+6	217.258591104E+0	-411.219113867E-3	-890.785871833E-3	174.921615923E-6	240.732316512E-6	469.090017552E+3	1.016146249E+6	199.538351007E+0	274.610597537E+0	400.009000000E+0
457.301011086E+0	-2.799999952E+0	-846.536453333E-9	57.895486891E-12	3.307595250E+6	226.209794869E+0	-397.233710967E-3	-860.433884333E-3	182.645586180E-6	146.595051267E-6	469.245842164E+3	1.016416813E+6	215.756315586E+0	173.170394128E+0	400.009000000E+0
463.643094540E+0	-2.700000048E+0	-816.427680000E-9	45.309916704E-12	3.307090283E+6	183.536140368E+0	-383.189019400E-3	-830.041525033E-3	160.588235355E-6	194.935071707E-6	469.348392744E+3	1.016674894E+6	196.696216075E+0	238.765877838E+0	400.009000000E+0
469.978256702E+0	-2.599999905E+0	-786.294606667E-9	48.560796827E-12	3.306648529E+6	204.215425164E+0	-369.247445500E-3	-799.532307333E-3	141.087455084E-6	191.302150569E-6	469.604448980E+3	1.016835548E+6	179.433324212E+0	243.295768466E+0	400.009000000E+0
476.326563358E+0	-2.500000000E+0	-756.285016667E-9	60.118854024E-12	3.305632063E+6	262.772376928E+0	-355.284609733E-3	-768.989450267E-3	153.901426429E-6	216.808138164E-6	469.776078996E+3	1.016798473E+6	203.496595910E+0	286.675173230E+0	400.009000000E+0
482.659290314E+0	-2.400000095E+0	-726.274723333E-9	56.112416005E-12	3.304534797E+6	255.310318904E+0	-341.305317567E-3	-738.638109767E-3	181.207129088E-6	205.273965865E-6	469.939688938E+3	1.017023016E+6	249.502183219E+0	282.639556726E+0	400.009000000E+0
488.988520145E+0	-2.299999952E+0	-696.395826667E-9	64.903397357E-12	3.302719322E+6	307.810150909E+0	-327.309668867E-3	-708.341782067E-3	188.822800905E-6	220.468930351E-6	470.005213031E+3	1.017153973E+6	271.142924289E+0	316.585657048E+0	400.009000000E+0
495.327739239E+0	-2.200000048E+0	-666.512536667E-9	61.229942435E-12	3.300763191E+6	303.228415201E+0	-313.329149933E-3	-677.810493533E-3	160.824827709E-6	223.306892050E-6	470.102410227E+3	1.016950854E+6	241.293027305E+0	335.037797138E+0	400.009000000E+0
501.666148186E+0	-2.099999905E+0	-636.390846667E-9	48.989659242E-12	3.299858751E+6	254.024640078E+0	-299.312578000E-3	-647.227909333E-3	176.431206143E-6	232.106874224E-6	470.328226070E+3	1.017028942E+6	277.237183827E+0	364.723778539E+0	400.005700000E+0
508.235291004E+0	-2.000000000E+0	-606.398446667E-9	59.617005982E-12	3.298161483E+6	324.252995583E+0	-285.246434200E-3	-616.670101867E-3	131.858257687E-6	203.055146627E-6	470.394401186E+3	1.016938789E+6	217.444913344E+0	334.854331741E+0	400.005700000E+0
514.578681469E+0	-1.899999976E+0	-576.202140000E-9	52.177036831E-12	3.297453870E+6	298.595510242E+0	-271.161918967E-3	-586.131113967E-3	179.948064687E-6	240.806817251E-6	470.602068515E+3	1.017231755E+6	312.300236661E+0	417.920727005E+0	400.005700000E+0
520.921057701E+0	-1.799999952E+0	-546.112463333E-9	55.369127981E-12	3.296024305E+6	334.176573168E+0	-257.164568567E-3	-555.552015200E-3	189.151808204E-6	215.947508336E-6	470.900383773E+3	1.017284996E+6	346.360540921E+0	395.426808276E+0	400.005700000E+0
527.487919807E+0	-1.700000048E+0	-515.888110000E-9	71.930461391E-12	3.295288290E+6	459.463210140E+0	-243.121445067E-3	-524.987027433E-3	151.757378735E-6	205.212100697E-6	471.267781432E+3	1.017637385E+6	294.167234703E+0	397.784125510E+0	400.005700000E+0
533.816082954E+0	-1.600000024E+0	-485.652560000E-9	60.848214776E-12	3.294536374E+6	412.777926766E+0	-229.033887333E-3	-494.328737867E-3	202.237944324E-6	225.255870519E-6	471.600288349E+3	1.017864989E+6	416.425158604E+0	463.821029831E+0	400.005700000E+0
540.152853489E+0	-1.500000000E+0	-455.415556667E-9	57.795350507E-12	3.293695128E+6	417.992450133E+0	-214.931816267E-3	-463.740940267E-3	193.255527880E-6	193.347641189E-6	471.946583994E+3	1.018280850E+6	424.349860365E+0	424.552122470E+0	400.005700000E+0
