[Main]
Experiment = "IvsV_400.0K"
Header length = 55    
Date = "20201116 23:49:53"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 4.000000E+2
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = -10.000000E+0
Final Voltage (V) = 10.000000E+0
Voltage step (V) = 100.000000E-3
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 10.000000E-6
Auto-range = 1
Manual range (V) = 10.000000E+0
Measurement Type = "Static"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Temperature (K)
553.252794743E+0	-1.299999952E+0	-387.961973333E-9	80.053094163E-12	3.350843747E+6	691.421913540E+0	113.773216567E-3	-98.493551713E-3	188.344382005E-6	226.189012675E-6	-293.258680971E+3	253.874241506E+3	485.471244481E+0	583.018512694E+0	399.997100000E+0
559.600437641E+0	-1.200000048E+0	-358.184623333E-9	60.589089056E-12	3.350227702E+6	566.711219295E+0	104.655652600E-3	-91.060496513E-3	166.173683518E-6	254.380817361E-6	-292.183543855E+3	254.227821580E+3	463.933046515E+0	710.194689524E+0	399.997100000E+0
565.934522629E+0	-1.100000024E+0	-328.419200000E-9	63.569494961E-12	3.349377941E+6	648.312474231E+0	95.616589813E-3	-83.694397093E-3	184.753428828E-6	180.966787384E-6	-291.141899783E+3	254.840146658E+3	562.553677823E+0	551.023775053E+0	399.998500000E+0
572.501417637E+0	-1.000000000E+0	-298.570113333E-9	67.300431588E-12	3.349297051E+6	754.962157831E+0	86.554571887E-3	-76.292076043E-3	137.766492339E-6	247.738078555E-6	-289.896972340E+3	255.524825280E+3	461.420906468E+0	829.748415838E+0	399.998500000E+0
578.853660107E+0	-899.999976158E-3	-268.772763333E-9	78.839463614E-12	3.348553496E+6	982.235544241E+0	77.398493580E-3	-68.789931260E-3	160.502129942E-6	213.703951475E-6	-287.970003434E+3	255.940856532E+3	597.166647214E+0	795.110147415E+0	399.998500000E+0
585.213700771E+0	-800.000011921E-3	-238.871923333E-9	65.783137360E-12	3.349075106E+6	922.304574947E+0	68.325911253E-3	-61.367226160E-3	167.963289160E-6	190.006199412E-6	-286.035756316E+3	256.904307981E+3	703.152077549E+0	795.431278656E+0	399.998500000E+0
591.561000824E+0	-699.999988079E-3	-209.002390000E-9	61.942555980E-12	3.349243940E+6	992.623721783E+0	59.291428743E-3	-53.870245993E-3	201.327293598E-6	188.642773990E-6	-283.687802533E+3	257.749425704E+3	963.277470645E+0	902.586683293E+0	399.998500000E+0
597.901505947E+0	-600.000023842E-3	-179.101186667E-9	49.862180633E-12	3.350061689E+6	932.664848063E+0	50.261547077E-3	-46.546333977E-3	189.865848099E-6	235.005579540E-6	-280.632127637E+3	259.888473343E+3	1.060103797E+3	1.312138596E+3	399.998500000E+0
604.234653950E+0	-500.000000000E-3	-149.110870000E-9	68.163597070E-12	3.353209595E+6	1.532864960E+3	41.106664210E-3	-38.948100070E-3	177.267511594E-6	266.587980053E-6	-275.678521693E+3	261.202285722E+3	1.188830242E+3	1.787850745E+3	399.998500000E+0
610.575305939E+0	-400.000005960E-3	-119.154606667E-9	63.250579571E-12	3.356983143E+6	1.781980029E+3	32.024525950E-3	-31.504182607E-3	135.142120246E-6	202.689729715E-6	-268.764480417E+3	264.397520902E+3	1.134174532E+3	1.701064989E+3	399.998500000E+0
617.086685181E+0	-300.000011921E-3	-89.119587333E-9	73.693467775E-12	3.366263477E+6	2.783581438E+3	22.938931210E-3	-24.052588753E-3	153.406510282E-6	318.676957646E-6	-257.394944214E+3	269.891159430E+3	1.721355707E+3	3.575835203E+3	399.998500000E+0
623.431318760E+0	-200.000002980E-3	-59.070371000E-9	69.917522659E-12	3.385792227E+6	4.007528660E+3	13.851347577E-3	-16.522957467E-3	222.388471925E-6	195.283539833E-6	-234.488921301E+3	279.716500624E+3	3.764805742E+3	3.305947407E+3	399.998500000E+0
629.766349792E+0	-100.000001490E-3	-29.067542667E-9	74.597148228E-12	3.440263342E+6	8.828879601E+3	4.765118404E-3	-9.056436102E-3	163.144007518E-6	230.729299275E-6	-163.932619221E+3	311.565246703E+3	5.612583402E+3	7.937695385E+3	400.004100000E+0
636.269444942E+0	-18.790524692E-15	993.105616667E-12	74.484149627E-12	-18.920973134E-6	1.419096388E-6	-4.301075359E-3	-1.543045041E-3	140.939687903E-6	176.242475397E-6	-4.330934482E+6	-1.553757239E+6	141.918125864E+3	177.465993989E+3	400.004100000E+0
642.618791580E+0	100.000001490E-3	31.015432667E-9	67.381282110E-12	3.224201402E+6	7.004604017E+3	-13.385387137E-3	5.950328986E-3	189.657763866E-6	212.798168427E-6	-431.571833304E+3	191.850587736E+3	6.114948191E+3	6.861041428E+3	400.004100000E+0
648.957886696E+0	200.000002980E-3	61.030247333E-9	78.474291197E-12	3.277063615E+6	4.213734266E+3	-22.372850087E-3	13.353028223E-3	198.913330734E-6	247.995005784E-6	-366.586259506E+3	218.793611476E+3	3.259258145E+3	4.063476991E+3	400.004100000E+0
655.293304920E+0	300.000011921E-3	91.024609333E-9	57.453148585E-12	3.295812134E+6	2.080259236E+3	-31.418046403E-3	20.839700790E-3	181.111478854E-6	189.590617376E-6	-345.159914812E+3	228.945786668E+3	1.989697953E+3	2.082850108E+3	400.004100000E+0
661.629737854E+0	400.000005960E-3	120.993933333E-9	70.960315929E-12	3.305950926E+6	1.938868468E+3	-40.588687517E-3	28.472089217E-3	217.209856844E-6	255.547469383E-6	-335.460517717E+3	235.318320781E+3	1.795212792E+3	2.112068451E+3	400.004100000E+0
667.959115505E+0	500.000000000E-3	150.930310000E-9	72.875923606E-12	3.312787206E+6	1.599562257E+3	-49.616066027E-3	35.960646963E-3	199.278045956E-6	252.554950286E-6	-328.734937513E+3	238.259942376E+3	1.320331522E+3	1.673321616E+3	400.004100000E+0
674.293544292E+0	600.000023842E-3	180.797536667E-9	63.536893889E-12	3.318629418E+6	1.166251538E+3	-58.669594997E-3	43.418615003E-3	132.651720038E-6	198.790072452E-6	-324.504393579E+3	240.150478839E+3	733.703138238E+0	1.099517594E+3	400.004100000E+0
680.639508247E+0	699.999988079E-3	210.695276667E-9	63.103487435E-12	3.322333558E+6	995.042875273E+0	-67.670296040E-3	50.786165807E-3	171.450329723E-6	189.075802865E-6	-321.176141727E+3	241.040836843E+3	813.735990839E+0	897.389850671E+0	400.004100000E+0
686.984048367E+0	800.000011921E-3	240.505383333E-9	62.476037245E-12	3.326328920E+6	864.079824726E+0	-76.806257030E-3	58.366828547E-3	217.891798667E-6	281.880408328E-6	-319.353587706E+3	242.684083565E+3	905.974725585E+0	1.172033675E+3	400.004100000E+0
693.334381104E+0	899.999976158E-3	270.342923333E-9	61.842584833E-12	3.329104994E+6	761.552976755E+0	-85.827840097E-3	65.871230267E-3	160.569580533E-6	246.045255955E-6	-317.477665176E+3	243.658052722E+3	593.947785108E+0	910.122791163E+0	399.999200000E+0
699.899055481E+0	1.000000000E+0	300.045236667E-9	70.253430317E-12	3.332830779E+6	780.358313716E+0	-94.734202750E-3	73.266295667E-3	152.815029805E-6	211.817290069E-6	-315.733066795E+3	244.184165297E+3	509.306634902E+0	705.951183968E+0	399.999200000E+0
706.250646591E+0	1.100000024E+0	329.793326667E-9	71.026022105E-12	3.335422323E+6	718.334061092E+0	-103.800881933E-3	80.872795133E-3	229.263708619E-6	199.749201888E-6	-314.745246614E+3	245.222654899E+3	695.173886436E+0	605.679938728E+0	399.999200000E+0
712.587782383E+0	1.200000048E+0	359.517636667E-9	72.814447616E-12	3.337805786E+6	676.018252622E+0	-112.848931000E-3	88.314840147E-3	119.551308035E-6	202.396547299E-6	-313.889833184E+3	245.648143901E+3	332.532526481E+0	562.966949760E+0	399.999200000E+0
718.935963154E+0	1.299999952E+0	389.162066667E-9	72.227248337E-12	3.340510455E+6	619.988171658E+0	-121.742942433E-3	95.672839743E-3	164.360526283E-6	232.732224653E-6	-312.833528396E+3	245.843179328E+3	422.344674266E+0	598.034198570E+0	399.999200000E+0
725.277048111E+0	1.399999976E+0	418.875053333E-9	63.552811237E-12	3.342285402E+6	507.100223762E+0	-130.852715500E-3	103.226324333E-3	218.320232224E-6	190.054908821E-6	-312.390805942E+3	246.437030594E+3	521.206098303E+0	453.726970151E+0	399.999200000E+0
731.613514423E+0	1.500000000E+0	448.517943333E-9	75.759964331E-12	3.344347807E+6	564.899742145E+0	-139.841129067E-3	110.666550000E-3	169.252748954E-6	243.524263933E-6	-311.784915509E+3	246.738289170E+3	377.360039814E+0	542.953225290E+0	399.999200000E+0
737.947873116E+0	1.600000024E+0	478.183973333E-9	59.028601678E-12	3.345992574E+6	413.040323163E+0	-148.819920567E-3	118.109786933E-3	157.763916983E-6	205.757407924E-6	-311.218963549E+3	246.996540076E+3	329.923054265E+0	430.289217955E+0	399.999200000E+0
744.281513691E+0	1.700000048E+0	507.851140000E-9	71.855677193E-12	3.347437691E+6	473.627768523E+0	-157.850136800E-3	125.575903500E-3	204.073892802E-6	222.702186937E-6	-310.819695708E+3	247.269118073E+3	401.838012615E+0	438.518631537E+0	399.999200000E+0
750.617212772E+0	1.799999952E+0	537.612413333E-9	59.748932949E-12	3.348136888E+6	372.103771117E+0	-166.812307500E-3	133.097768167E-3	178.538269742E-6	242.613780434E-6	-310.283586024E+3	247.571977257E+3	332.094768115E+0	451.280094017E+0	399.999200000E+0
756.954302788E+0	1.899999976E+0	567.433826667E-9	58.320783149E-12	3.348408020E+6	344.148989477E+0	-175.706301667E-3	140.346447600E-3	181.369463571E-6	213.048365253E-6	-309.650735309E+3	247.335356132E+3	319.631038982E+0	375.459402032E+0	400.017100000E+0
763.496085644E+0	2.000000000E+0	597.321893333E-9	86.800647278E-12	3.348278411E+6	486.559653352E+0	-184.740519900E-3	147.971597700E-3	173.138134345E-6	252.893933749E-6	-309.281347230E+3	247.725053027E+3	289.857338693E+0	423.379649350E+0	400.017100000E+0
769.846031189E+0	2.099999905E+0	627.154826667E-9	78.495433354E-12	3.348455302E+6	419.096591201E+0	-193.757105333E-3	155.462736367E-3	172.859551767E-6	240.243216350E-6	-308.946207690E+3	247.885736913E+3	275.625004253E+0	383.068432443E+0	400.017100000E+0
776.178563118E+0	2.200000048E+0	656.947503333E-9	71.940667523E-12	3.348821689E+6	366.721034023E+0	-202.738273167E-3	162.826728233E-3	181.066952784E-6	245.337214454E-6	-308.606505296E+3	247.853485107E+3	275.618602499E+0	373.450257759E+0	400.017100000E+0
782.512314320E+0	2.299999952E+0	686.619260000E-9	59.075980299E-12	3.349745756E+6	288.208510638E+0	-211.711089133E-3	170.263319833E-3	202.485988945E-6	214.979261368E-6	-308.338407422E+3	247.973410815E+3	294.902867923E+0	313.098210161E+0	400.017100000E+0
788.851689816E+0	2.400000095E+0	716.180846667E-9	68.257578755E-12	3.351109020E+6	319.386631083E+0	-220.656491733E-3	177.666090767E-3	229.712811471E-6	185.392003984E-6	-308.101637680E+3	248.074339873E+3	320.746934996E+0	258.861996724E+0	400.017100000E+0
795.197379589E+0	2.500000000E+0	745.489003333E-9	74.009162915E-12	3.353503524E+6	332.922400674E+0	-229.604219400E-3	185.017253767E-3	168.288111509E-6	256.334587834E-6	-307.991423580E+3	248.182405025E+3	225.741910017E+0	343.847577480E+0	400.017100000E+0
801.536348820E+0	2.599999905E+0	774.809583333E-9	68.129284216E-12	3.355663069E+6	295.064655767E+0	-238.526076067E-3	192.477131300E-3	136.708645547E-6	212.956467936E-6	-307.851220735E+3	248.418624963E+3	176.441603831E+0	274.850069639E+0	400.017100000E+0
807.876785755E+0	2.700000048E+0	804.071403333E-9	59.564485388E-12	3.357910798E+6	248.749337232E+0	-247.469391467E-3	199.937143167E-3	175.891012676E-6	202.989009061E-6	-307.770417454E+3	248.655955600E+3	218.750489008E+0	252.451471622E+0	400.017100000E+0
814.214361191E+0	2.799999952E+0	833.323933333E-9	73.932216548E-12	3.360037844E+6	298.101417174E+0	-256.461224267E-3	207.305518800E-3	227.606062182E-6	266.160932446E-6	-307.756940618E+3	248.769428679E+3	273.130355529E+0	319.396721730E+0	400.017100000E+0
820.546569824E+0	2.900000095E+0	862.494440000E-9	78.821183920E-12	3.362340626E+6	307.275799815E+0	-265.423017500E-3	214.690631233E-3	184.334891206E-6	233.742745107E-6	-307.738815684E+3	248.918278515E+3	213.722990731E+0	271.007828302E+0	399.994300000E+0
827.070001602E+0	3.000000000E+0	891.577040000E-9	64.316220939E-12	3.364824200E+6	242.730315983E+0	-274.227411300E-3	222.019563233E-3	159.847053511E-6	257.240248507E-6	-307.575676579E+3	249.018933051E+3	179.285744630E+0	288.522737762E+0	399.994300000E+0
833.415175438E+0	3.099999905E+0	920.844543333E-9	67.797241747E-12	3.366474751E+6	247.856931090E+0	-283.237249533E-3	229.516720567E-3	181.522265860E-6	236.646466226E-6	-307.584218839E+3	249.245893054E+3	197.125852756E+0	256.988509015E+0	399.994300000E+0
839.759147167E+0	3.200000048E+0	950.113633333E-9	61.730383361E-12	3.368018241E+6	218.825464516E+0	-292.127574333E-3	236.768361333E-3	210.432274358E-6	256.919761247E-6	-307.465932584E+3	249.200046212E+3	221.481164963E+0	270.409509172E+0	399.994300000E+0
846.099966526E+0	3.299999952E+0	979.396206667E-9	60.670506005E-12	3.369422844E+6	208.725118101E+0	-301.146916000E-3	244.259548000E-3	194.000753768E-6	201.922895416E-6	-307.482216033E+3	249.398094803E+3	198.081994241E+0	206.170795886E+0	399.994300000E+0
852.430439949E+0	3.400000095E+0	1.008702200E-6	70.143891518E-12	3.370667869E+6	234.392035009E+0	-310.091257567E-3	251.690583567E-3	211.541910816E-6	236.460307576E-6	-307.416061516E+3	249.519217433E+3	209.716912301E+0	234.420334938E+0	399.994300000E+0
858.767864227E+0	3.500000000E+0	1.037995800E-6	59.780864197E-12	3.371882622E+6	194.195445810E+0	-318.916515800E-3	258.857544567E-3	196.059659174E-6	276.773096042E-6	-307.242587879E+3	249.382073190E+3	188.882902199E+0	266.641826530E+0	399.994300000E+0
865.101563454E+0	3.599999905E+0	1.067199367E-6	73.650377874E-12	3.373315256E+6	232.801809148E+0	-327.842104433E-3	266.225236133E-3	208.450808294E-6	201.461700425E-6	-307.198556027E+3	249.461576205E+3	195.325086207E+0	188.776068200E+0	399.994300000E+0
871.436288357E+0	3.700000048E+0	1.096357133E-6	75.146630609E-12	3.374812764E+6	231.316785795E+0	-336.890374167E-3	273.622162967E-3	190.823667852E-6	211.653566375E-6	-307.281600059E+3	249.573934120E+3	174.052470724E+0	193.051661671E+0	399.994300000E+0
877.767734528E+0	3.799999952E+0	1.125565967E-6	75.112551563E-12	3.376079292E+6	225.296373062E+0	-345.743332767E-3	280.768364067E-3	192.440505008E-6	235.686432470E-6	-307.172873919E+3	249.446387312E+3	170.972213719E+0	209.393708987E+0	399.994300000E+0
884.103586674E+0	3.900000095E+0	1.154570533E-6	57.085376673E-12	3.377879465E+6	167.012335794E+0	-354.739437800E-3	288.175002300E-3	205.641525115E-6	253.331370547E-6	-307.247957191E+3	249.594974045E+3	178.110837907E+0	219.416106018E+0	400.003700000E+0
890.658314705E+0	4.000000000E+0	1.183510067E-6	90.918657595E-12	3.379776913E+6	259.638501255E+0	-363.515539767E-3	295.422117133E-3	162.738856285E-6	201.825222535E-6	-307.150357234E+3	249.615212793E+3	137.505257343E+0	170.531056912E+0	400.003700000E+0
897.008157730E+0	4.099999905E+0	1.212329400E-6	98.126097622E-12	3.381919060E+6	273.732963840E+0	-372.553020333E-3	302.799022800E-3	177.078903400E-6	297.899817668E-6	-307.303460869E+3	249.766295200E+3	146.065007909E+0	245.725145054E+0	400.003700000E+0
903.344421864E+0	4.199999809E+0	1.241223867E-6	91.079629175E-12	3.383756889E+6	248.296323425E+0	-381.433167867E-3	310.105123467E-3	211.867198185E-6	296.814214326E-6	-307.304087611E+3	249.838189383E+3	170.692172359E+0	239.130282858E+0	400.003700000E+0
909.680912018E+0	4.300000191E+0	1.270061433E-6	99.949533243E-12	3.385663148E+6	266.440222885E+0	-390.215920833E-3	317.214376367E-3	194.205739394E-6	216.494587683E-6	-307.241768462E+3	249.763017789E+3	152.910508340E+0	170.459933670E+0	400.003700000E+0
916.028351307E+0	4.400000095E+0	1.298700667E-6	74.378034083E-12	3.388001722E+6	194.034633260E+0	-399.166082100E-3	324.532922667E-3	176.620327728E-6	204.137883918E-6	-307.358032798E+3	249.890472067E+3	135.997718536E+0	157.186247115E+0	400.003700000E+0
922.543051243E+0	4.500000000E+0	1.327283433E-6	57.963533919E-12	3.390383611E+6	148.060776259E+0	-408.036056467E-3	331.730071767E-3	149.497547921E-6	210.742641967E-6	-307.421946375E+3	249.931599714E+3	112.634230313E+0	158.777422120E+0	400.003700000E+0
928.880678654E+0	4.599999905E+0	1.355941333E-6	73.775677392E-12	3.392477087E+6	184.581949807E+0	-416.895954267E-3	338.737395800E-3	197.970639992E-6	234.625423319E-6	-307.458696050E+3	249.817147300E+3	146.002363912E+0	173.035084595E+0	400.003700000E+0
935.212169647E+0	4.699999809E+0	1.384703433E-6	69.943170692E-12	3.394228465E+6	171.446892665E+0	-425.776685367E-3	345.968339767E-3	230.718266853E-6	224.161999314E-6	-307.485830624E+3	249.850135010E+3	166.619263952E+0	161.884482928E+0	400.003700000E+0
941.552840233E+0	4.800000191E+0	1.413144733E-6	82.384687786E-12	3.396679815E+6	198.022466793E+0	-434.579111900E-3	353.086034567E-3	183.885930271E-6	235.240839901E-6	-307.526258032E+3	249.858366407E+3	130.125333898E+0	166.466204312E+0	400.003700000E+0
947.886263371E+0	4.900000095E+0	1.441616600E-6	94.073558893E-12	3.398962037E+6	221.801313446E+0	-443.467434167E-3	360.256128833E-3	185.692210618E-6	238.348527259E-6	-307.618151849E+3	249.897322793E+3	128.808318812E+0	165.334199994E+0	400.002000000E+0
954.423752785E+0	5.000000000E+0	1.470009367E-6	56.628543633E-12	3.401338871E+6	131.028326113E+0	-452.248598800E-3	367.201928167E-3	204.627645217E-6	260.210921107E-6	-307.650147717E+3	249.795638377E+3	139.201592763E+0	177.013104139E+0	400.002000000E+0
960.768674374E+0	5.099999905E+0	1.498110400E-6	58.243010532E-12	3.404288432E+6	132.350731296E+0	-460.995640433E-3	374.165160500E-3	201.295068887E-6	210.055625331E-6	-307.718069665E+3	249.758068898E+3	134.365977892E+0	140.213715445E+0	400.002000000E+0
967.102029800E+0	5.199999809E+0	1.526300333E-6	84.446813841E-12	3.406930927E+6	188.497935473E+0	-469.732840300E-3	381.000904733E-3	184.540271340E-6	236.955906888E-6	-307.759115320E+3	249.623810211E+3	120.906919372E+0	155.248545593E+0	400.002000000E+0
973.452726364E+0	5.300000191E+0	1.554283067E-6	83.248250819E-12	3.409932402E+6	182.637843746E+0	-478.650085967E-3	387.975328433E-3	152.383231296E-6	201.435399255E-6	-307.955543126E+3	249.616904896E+3	98.040848906E+0	129.600201903E+0	400.002000000E+0
979.803691387E+0	5.400000095E+0	1.582322200E-6	82.786555630E-12	3.412705766E+6	178.551596972E+0	-487.436017300E-3	395.161301000E-3	207.425595988E-6	226.566109514E-6	-308.051051360E+3	249.735041953E+3	131.089354613E+0	143.185824931E+0	400.002000000E+0
986.149126530E+0	5.500000000E+0	1.610340800E-6	86.713718439E-12	3.415426101E+6	183.914049300E+0	-496.250207867E-3	401.967171867E-3	193.672616352E-6	257.186534935E-6	-308.164711387E+3	249.616212833E+3	120.268092538E+0	159.709382594E+0	400.002000000E+0
992.490736008E+0	5.599999905E+0	1.637987600E-6	65.979934254E-12	3.418829242E+6	137.714185749E+0	-504.916976900E-3	408.909893767E-3	182.057214706E-6	287.434405408E-6	-308.254456200E+3	249.641629623E+3	111.146882129E+0	175.480208402E+0	400.002000000E+0
998.815034389E+0	5.699999809E+0	1.665667700E-6	94.567308633E-12	3.422050994E+6	194.284942040E+0	-513.651717500E-3	415.860538267E-3	169.204040144E-6	258.547762059E-6	-308.375864826E+3	249.665967748E+3	101.583311091E+0	155.221694014E+0	400.002000000E+0
1.005146762E+3	5.800000191E+0	1.693195567E-6	64.928970917E-12	3.425475654E+6	131.356715953E+0	-522.378089467E-3	422.419522133E-3	220.838611519E-6	200.576052633E-6	-308.516098052E+3	249.480645030E+3	130.427114190E+0	118.460062489E+0	400.002000000E+0
1.011483146E+3	5.900000095E+0	1.720618800E-6	61.034981490E-12	3.428998971E+6	121.635825872E+0	-531.195500967E-3	429.280182300E-3	177.370595900E-6	185.533966345E-6	-308.723524912E+3	249.491742331E+3	103.085352723E+0	107.829791436E+0	400.006900000E+0
1.017979590E+3	6.000000000E+0	1.748059267E-6	81.338769368E-12	3.432377903E+6	159.711629896E+0	-539.886993533E-3	436.019295900E-3	187.872920898E-6	194.485623225E-6	-308.849364451E+3	249.430499420E+3	107.475143710E+0	111.258025934E+0	400.006900000E+0
1.024325652E+3	6.099999905E+0	1.775152467E-6	85.107936877E-12	3.436324496E+6	164.751193914E+0	-548.537153700E-3	442.718459933E-3	215.896114620E-6	309.348071027E-6	-309.008473357E+3	249.397428247E+3	121.621167012E+0	174.265634550E+0	400.006900000E+0
1.030656265E+3	6.199999809E+0	1.802289833E-6	83.965133705E-12	3.440068126E+6	160.265998733E+0	-557.173704200E-3	449.297459367E-3	184.347533212E-6	242.517362181E-6	-309.147670866E+3	249.292567187E+3	102.285176226E+0	134.560689239E+0	400.006900000E+0
1.036992296E+3	6.300000191E+0	1.829305500E-6	70.838694861E-12	3.443930055E+6	133.364006324E+0	-565.910638767E-3	455.839369933E-3	198.020039873E-6	207.583231115E-6	-309.358190180E+3	249.187120431E+3	108.248753351E+0	113.476524897E+0	400.006900000E+0
1.043329641E+3	6.400000095E+0	1.856218067E-6	55.107376897E-12	3.447870813E+6	102.360342149E+0	-574.569011100E-3	462.459324800E-3	157.674635275E-6	241.682591764E-6	-309.537452209E+3	249.140622594E+3	84.944025762E+0	130.201615912E+0	400.006900000E+0
1.049666042E+3	6.500000000E+0	1.882920733E-6	79.042953549E-12	3.452083715E+6	144.914699750E+0	-583.195650500E-3	468.814441200E-3	241.881317336E-6	242.139884573E-6	-309.729262722E+3	248.982568889E+3	128.460701002E+0	128.598023425E+0	400.006900000E+0
1.056004806E+3	6.599999905E+0	1.909094133E-6	93.512578292E-12	3.457136968E+6	169.339890467E+0	-591.855999400E-3	475.394629333E-3	247.710952970E-6	234.781428460E-6	-310.019285621E+3	249.015813853E+3	129.753137179E+0	122.980540541E+0	400.006900000E+0
1.062342195E+3	6.699999809E+0	1.935290033E-6	108.782441323E-12	3.462013287E+6	194.599388592E+0	-600.474462833E-3	481.653741133E-3	215.817831887E-6	258.264391029E-6	-310.276213121E+3	248.879358048E+3	111.517048179E+0	133.449966972E+0	400.006900000E+0
1.068672716E+3	6.800000191E+0	1.961144533E-6	75.929973789E-12	3.467363101E+6	134.246499891E+0	-608.953574667E-3	487.966103167E-3	211.037595808E-6	232.061308958E-6	-310.509278799E+3	248.817001946E+3	107.609404723E+0	118.329529014E+0	400.006900000E+0
1.075006200E+3	6.900000095E+0	1.987064033E-6	92.586393330E-12	3.472459860E+6	161.797772515E+0	-617.694587100E-3	494.219263200E-3	182.309409142E-6	225.986466116E-6	-310.857917379E+3	248.718337663E+3	91.748129946E+0	113.728829230E+0	399.998300000E+0
1.081576396E+3	7.000000000E+0	2.012910233E-6	78.514081027E-12	3.477551996E+6	135.642809441E+0	-626.220057967E-3	500.361676233E-3	222.602675042E-6	251.388786390E-6	-311.101830373E+3	248.576249426E+3	110.587482420E+0	124.888225132E+0	399.998300000E+0
1.087915087E+3	7.099999905E+0	2.038739700E-6	70.385710736E-12	3.482543605E+6	120.231781827E+0	-634.657804567E-3	506.166393300E-3	155.417660894E-6	248.802175001E-6	-311.299085688E+3	248.274163347E+3	76.232223709E+0	122.037244382E+0	399.998300000E+0
1.094245794E+3	7.199999809E+0	2.064590033E-6	85.189234925E-12	3.487375069E+6	143.896274418E+0	-643.305729033E-3	512.295132500E-3	168.245840981E-6	218.550861688E-6	-311.590058388E+3	248.134072251E+3	81.491162054E+0	105.856784233E+0	399.998300000E+0
1.100577464E+3	7.300000191E+0	2.090449700E-6	79.994892078E-12	3.492071678E+6	133.630527908E+0	-651.759600467E-3	518.336488033E-3	194.899297035E-6	200.503563883E-6	-311.779613959E+3	247.954537262E+3	93.233191420E+0	95.914081971E+0	399.998300000E+0
1.106916106E+3	7.400000095E+0	2.116093200E-6	98.189612485E-12	3.497010479E+6	162.266058891E+0	-660.190548667E-3	524.238246933E-3	196.101526996E-6	234.838562841E-6	-311.985572595E+3	247.738732365E+3	92.671498115E+0	110.977419540E+0	399.998300000E+0
1.113250146E+3	7.500000000E+0	2.141751133E-6	55.952401775E-12	3.501807415E+6	91.483334538E+0	-668.732280767E-3	529.862985133E-3	262.435950647E-6	205.908504872E-6	-312.236221267E+3	247.397084043E+3	122.533354395E+0	96.140257226E+0	399.998300000E+0
1.119588987E+3	7.599999905E+0	2.167284567E-6	90.156830152E-12	3.506692209E+6	145.874823613E+0	-677.113582533E-3	535.676852333E-3	169.736673576E-6	274.463149878E-6	-312.424862405E+3	247.164982657E+3	78.317668195E+0	126.639184397E+0	399.998300000E+0
1.125921028E+3	7.699999809E+0	2.192806500E-6	105.176288792E-12	3.511481660E+6	168.425535582E+0	-685.670423100E-3	541.566203200E-3	209.905338664E-6	238.256843908E-6	-312.690801993E+3	246.974004865E+3	95.724514983E+0	108.653838771E+0	399.998300000E+0
1.132256294E+3	7.800000191E+0	2.217952167E-6	85.033495767E-12	3.516757624E+6	134.828063015E+0	-694.167203200E-3	547.272958567E-3	248.535658446E-6	176.832151591E-6	-312.976633866E+3	246.746961811E+3	112.056365408E+0	79.727666921E+0	399.998300000E+0
1.138598324E+3	7.900000095E+0	2.242800500E-6	82.284514821E-12	3.522381993E+6	129.230171528E+0	-702.513506600E-3	552.820553900E-3	162.952953883E-6	204.903643347E-6	-313.230493127E+3	246.486726706E+3	72.656018172E+0	91.360619612E+0	399.999400000E+0
1.145127585E+3	8.000000000E+0	2.267401600E-6	82.800383141E-12	3.528267776E+6	128.844366899E+0	-710.793677600E-3	558.129500267E-3	189.778931458E-6	180.911769789E-6	-313.483803487E+3	246.153791312E+3	83.698861048E+0	79.788145950E+0	399.999400000E+0
1.151465775E+3	8.100000381E+0	2.291922833E-6	66.778627251E-12	3.534150567E+6	102.972805168E+0	-719.225458667E-3	563.656810400E-3	210.633263348E-6	214.620995265E-6	-313.808758396E+3	245.931844739E+3	91.902423714E+0	93.642330424E+0	399.999400000E+0
