[Main]
Experiment = "IvsV_300.0K"
Header length = 55    
Date = "20201118 05:07:33"
Comments = "SD: 1I- to 2I-; Volt1: 1V- to 1Va; Volt2: 2I+ to 2V-"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 3.000000E+2
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = -10.000000E+0
Final Voltage (V) = 10.000000E+0
Voltage step (V) = 100.000000E-3
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 10.000000E-6
Auto-range = 1
Manual range (V) = 10.000000E+0
Measurement Type = "Static"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Temperature (K)
724.046719074E+0	1.399999976E+0	996.699720000E-12	48.036332676E-12	1.404635667E+9	67.696965136E+6	-1.319880197E+0	-1.005023874E+0	240.974471137E-3	189.371192729E-3	-1.324250595E+9	-1.008351717E+9	241.772387713E+6	189.998240121E+6	299.994900000E+0
730.374393463E+0	1.500000000E+0	1.040334890E-9	36.785058153E-12	1.441843405E+9	50.981942455E+6	-1.308300059E+0	-982.434987167E-3	239.689600178E-3	189.314370396E-3	-1.257575874E+9	-944.344937972E+6	230.396579488E+6	181.974450935E+6	299.994900000E+0
736.705015659E+0	1.600000024E+0	1.023262790E-9	45.687142036E-12	1.563625727E+9	69.813533117E+6	-1.297028553E+0	-957.233932200E-3	239.473383076E-3	187.044321034E-3	-1.267541990E+9	-935.472237977E+6	234.029210694E+6	182.792067553E+6	299.994900000E+0
743.030348778E+0	1.700000048E+0	1.038187110E-9	26.573233799E-12	1.637469808E+9	41.912356288E+6	-1.286677439E+0	-935.243575833E-3	241.893971263E-3	189.941585868E-3	-1.239350235E+9	-900.842985648E+6	232.996507983E+6	182.955060835E+6	299.994900000E+0
749.362978935E+0	1.799999952E+0	1.054561147E-9	46.290848960E-12	1.706871107E+9	74.924543618E+6	-1.274643126E+0	-911.755232000E-3	240.656498108E-3	186.268396387E-3	-1.208695323E+9	-864.582613234E+6	228.205352405E+6	176.631195807E+6	299.994900000E+0
755.690216541E+0	1.899999976E+0	1.083237167E-9	31.937803009E-12	1.754001833E+9	51.714404519E+6	-1.265561240E+0	-886.997068200E-3	240.495583068E-3	189.179622900E-3	-1.168314085E+9	-818.839212219E+6	222.015630989E+6	174.642847126E+6	300.000000000E+0
762.209416866E+0	2.000000000E+0	1.093306900E-9	34.186295856E-12	1.829312520E+9	57.200241772E+6	-1.229941688E+0	-846.203225267E-3	241.124440355E-3	188.258996104E-3	-1.124973864E+9	-773.985077078E+6	220.545978768E+6	172.192269256E+6	300.000000000E+0
768.545230389E+0	2.099999905E+0	1.090171830E-9	44.932716479E-12	1.926301751E+9	79.394796337E+6	-1.229914606E+0	-834.268012833E-3	240.220318432E-3	190.460214916E-3	-1.128184174E+9	-765.262860290E+6	220.350876643E+6	174.706600992E+6	300.000000000E+0
774.869537354E+0	2.200000048E+0	1.156073600E-9	39.374987135E-12	1.902993069E+9	64.814495892E+6	-1.057946090E+0	-985.491120733E-3	250.011355341E-3	180.120256702E-3	-915.120015081E+6	-852.446696070E+6	216.259029997E+6	155.803451184E+6	300.000000000E+0
781.198719025E+0	2.299999952E+0	1.143430867E-9	41.462781097E-12	2.011490173E+9	72.940113102E+6	-1.331878100E+0	-725.522578533E-3	231.675529851E-3	192.762904169E-3	-1.164808594E+9	-634.513725039E+6	202.614374516E+6	168.582911121E+6	300.000000000E+0
787.528813362E+0	2.400000095E+0	1.211413267E-9	30.736055519E-12	1.981157183E+9	50.266047812E+6	-1.252403161E+0	-738.906564400E-3	237.003894888E-3	190.214630782E-3	-1.033836425E+9	-609.954162408E+6	195.642479251E+6	157.018777997E+6	300.000000000E+0
793.857363701E+0	2.500000000E+0	1.183216567E-9	42.038469402E-12	2.112884547E+9	75.068617953E+6	-1.215387464E+0	-731.521826200E-3	238.801621486E-3	190.102933550E-3	-1.027189356E+9	-618.248465081E+6	201.824102378E+6	160.666220289E+6	300.000000000E+0
800.182058334E+0	2.599999905E+0	1.206540900E-9	40.780075531E-12	2.154920653E+9	72.834519750E+6	-1.188007989E+0	-715.443580100E-3	238.562536675E-3	188.044572002E-3	-984.639633269E+6	-592.970847569E+6	197.724367798E+6	155.854287246E+6	300.000000000E+0
806.513583183E+0	2.700000048E+0	1.220902100E-9	28.493361506E-12	2.211479567E+9	51.611416485E+6	-1.003138667E+0	-867.896883933E-3	249.738844725E-3	180.476756645E-3	-821.637269114E+6	-710.865256054E+6	204.552719440E+6	147.822463935E+6	300.000000000E+0
812.850796700E+0	2.799999952E+0	1.274061233E-9	39.153728600E-12	2.197696531E+9	67.538365704E+6	-1.281325694E+0	-604.716789600E-3	233.611965315E-3	192.324904601E-3	-1.005701814E+9	-474.637147555E+6	183.360076583E+6	150.954208141E+6	300.000000000E+0
819.181966305E+0	2.900000095E+0	1.288101233E-9	39.365229327E-12	2.251375917E+9	68.803543526E+6	-1.020877679E+0	-784.678025233E-3	247.084594178E-3	180.857744104E-3	-792.544602097E+6	-609.174189829E+6	191.820788447E+6	140.406467616E+6	300.002200000E+0
825.733346939E+0	3.000000000E+0	1.296468033E-9	36.152215534E-12	2.313979152E+9	64.525673510E+6	-1.243278104E+0	-529.862596467E-3	230.712693794E-3	195.600567413E-3	-958.973204070E+6	-408.697000499E+6	177.954787826E+6	150.871878352E+6	300.002200000E+0
832.077211857E+0	3.099999905E+0	1.360974467E-9	34.930912257E-12	2.277779621E+9	58.461728727E+6	-1.162950611E+0	-564.543110100E-3	236.055941650E-3	192.353971062E-3	-854.498478100E+6	-414.808009942E+6	173.446267680E+6	141.335473790E+6	300.002200000E+0
838.413592815E+0	3.200000048E+0	1.366560833E-9	43.433147890E-12	2.341644784E+9	74.424059097E+6	-1.125149923E+0	-566.418853767E-3	238.365050946E-3	189.845522779E-3	-823.344190776E+6	-414.484917137E+6	174.426959365E+6	138.922116124E+6	300.002200000E+0
844.741115093E+0	3.299999952E+0	1.359217500E-9	48.154342737E-12	2.427867470E+9	86.014462180E+6	-1.105498506E+0	-550.965634367E-3	240.485536465E-3	189.500623660E-3	-813.334514822E+6	-405.355018138E+6	176.929399794E+6	139.418910998E+6	300.002200000E+0
851.079204559E+0	3.400000095E+0	1.420641500E-9	35.574984800E-12	2.393285073E+9	59.931432439E+6	-1.087000755E+0	-533.803093000E-3	236.980288622E-3	190.058859713E-3	-765.147825730E+6	-375.747923033E+6	166.812168040E+6	133.783829145E+6	300.002200000E+0
857.418364525E+0	3.500000000E+0	1.453849767E-9	38.317674230E-12	2.407401425E+9	63.449488151E+6	-1.073123557E+0	-514.050928467E-3	239.690766432E-3	189.266945564E-3	-738.125479907E+6	-353.579125060E+6	164.866255047E+6	130.183289845E+6	300.002200000E+0
863.758605480E+0	3.599999905E+0	1.423912233E-9	41.704789617E-12	2.528245646E+9	74.049474617E+6	-1.061021312E+0	-492.953189700E-3	240.332803480E-3	190.427383656E-3	-745.145162060E+6	-346.196330195E+6	168.783438933E+6	133.735337894E+6	300.002200000E+0
870.096313477E+0	3.700000048E+0	1.479166333E-9	37.297843262E-12	2.501409047E+9	63.074152280E+6	-1.051035462E+0	-469.265580367E-3	239.837573115E-3	188.283275965E-3	-710.559345681E+6	-317.250041318E+6	162.143747941E+6	127.290130746E+6	300.002200000E+0
876.611440659E+0	3.799999952E+0	1.468177000E-9	40.512439455E-12	2.588243756E+9	71.419228365E+6	-1.015715956E+0	-429.837070800E-3	238.145607719E-3	189.818470153E-3	-691.821187977E+6	-292.769244308E+6	162.204971007E+6	129.288546376E+6	300.002200000E+0
882.934807777E+0	3.900000095E+0	1.544560533E-9	34.617272256E-12	2.524990126E+9	56.591029450E+6	-1.015361353E+0	-418.719817927E-3	239.979374448E-3	190.035474168E-3	-657.378801772E+6	-271.093174330E+6	155.370650272E+6	123.035303613E+6	300.006100000E+0
889.485270977E+0	4.000000000E+0	1.505610233E-9	40.073431613E-12	2.656730083E+9	70.711721356E+6	-985.228544900E-3	-374.980747213E-3	242.208132680E-3	189.451848295E-3	-654.371578439E+6	-249.055657906E+6	160.870408103E+6	125.830606156E+6	300.006100000E+0
895.829586983E+0	4.099999905E+0	1.514913200E-9	41.854575313E-12	2.706425625E+9	74.774115880E+6	-989.963219067E-3	-363.215722357E-3	240.342307853E-3	189.095040653E-3	-653.478508912E+6	-239.760088140E+6	158.650877062E+6	124.822359890E+6	300.006100000E+0
902.169110298E+0	4.199999809E+0	1.530008100E-9	34.024572265E-12	2.745083382E+9	61.045616619E+6	-818.989726800E-3	-511.736076533E-3	248.915904903E-3	177.421908334E-3	-535.284569278E+6	-334.466253174E+6	162.689272628E+6	115.961417677E+6	300.006100000E+0
908.499268055E+0	4.300000191E+0	1.539634367E-9	33.088195293E-12	2.792871011E+9	60.021433304E+6	-1.097417104E+0	-252.866949314E-3	233.318300271E-3	192.718842702E-3	-712.777740109E+6	-164.238311893E+6	151.541369381E+6	125.171824476E+6	300.006100000E+0
914.830761433E+0	4.400000095E+0	1.537488100E-9	42.827389553E-12	2.861810830E+9	79.716966418E+6	-1.018169575E+0	-271.701290406E-3	236.711814111E-3	190.658642978E-3	-662.229239108E+6	-176.717654209E+6	153.960095113E+6	124.006581240E+6	300.006100000E+0
921.166368008E+0	4.500000000E+0	1.628062400E-9	29.498795216E-12	2.764021821E+9	50.081196936E+6	-974.608126433E-3	-265.724954307E-3	238.882039724E-3	189.709533098E-3	-598.630695257E+6	-163.215460480E+6	146.727815668E+6	116.524730930E+6	300.006100000E+0
927.508598328E+0	4.599999905E+0	1.606713433E-9	38.612937984E-12	2.862987145E+9	68.804021158E+6	-951.464172600E-3	-250.673092624E-3	238.335291315E-3	188.575151249E-3	-592.180380683E+6	-156.016055771E+6	148.337149843E+6	117.367009783E+6	300.006100000E+0
933.845139027E+0	4.699999809E+0	1.639547867E-9	33.269371797E-12	2.866643850E+9	58.169353884E+6	-930.656690633E-3	-229.287507815E-3	240.278535893E-3	189.285869770E-3	-567.630082387E+6	-139.848010830E+6	146.551705368E+6	115.450041819E+6	300.006100000E+0
940.185501575E+0	4.800000191E+0	1.631589667E-9	35.109711897E-12	2.941916273E+9	63.306255776E+6	-916.498257833E-3	-210.875763755E-3	237.726475110E-3	189.091238546E-3	-561.721048225E+6	-129.245586720E+6	145.702366205E+6	115.893868666E+6	300.006100000E+0
946.517280579E+0	4.900000095E+0	1.649260233E-9	38.210078570E-12	2.971029069E+9	68.832832964E+6	-902.786586500E-3	-186.716798967E-3	238.329209792E-3	187.016717708E-3	-547.388803934E+6	-113.212454404E+6	144.506733974E+6	113.394304870E+6	300.002300000E+0
953.058419704E+0	5.000000000E+0	1.686914200E-9	32.683642793E-12	2.963991885E+9	57.426780817E+6	-863.460412467E-3	-142.150196759E-3	237.667821067E-3	188.338797703E-3	-511.857931166E+6	-84.266405938E+6	140.889098608E+6	111.646933616E+6	300.002300000E+0
959.396562099E+0	5.099999905E+0	1.676043733E-9	31.529666989E-12	3.042879970E+9	57.242535040E+6	-867.727018033E-3	-127.869265434E-3	241.050912477E-3	188.773417738E-3	-517.723374859E+6	-76.292320356E+6	143.821373919E+6	112.630365177E+6	300.002300000E+0
965.720590115E+0	5.199999809E+0	1.763926533E-9	31.505240951E-12	2.947968473E+9	52.653245647E+6	-864.895597367E-3	-107.949561709E-3	239.662860164E-3	188.299210444E-3	-490.324047528E+6	-61.198445439E+6	135.868958052E+6	106.750030053E+6	300.002300000E+0
972.056106091E+0	5.300000191E+0	1.720392733E-9	43.758784717E-12	3.080692035E+9	78.358468348E+6	-852.883821367E-3	-87.531656834E-3	238.769572427E-3	188.411059214E-3	-495.749490707E+6	-50.878880815E+6	138.787828965E+6	109.516307273E+6	300.002300000E+0
978.389686108E+0	5.400000095E+0	1.769206100E-9	51.076741833E-12	3.052216525E+9	88.117080021E+6	-842.337484733E-3	-62.993756026E-3	239.597670863E-3	187.786222881E-3	-476.110434354E+6	-35.605662916E+6	135.426658807E+6	106.141519002E+6	300.002300000E+0
984.725893497E+0	5.500000000E+0	1.772545733E-9	38.668367896E-12	3.102881859E+9	67.689862665E+6	-828.751943333E-3	-38.333527391E-3	237.765548354E-3	187.885959227E-3	-467.548976451E+6	-21.626255769E+6	134.137892119E+6	105.997806259E+6	300.002300000E+0
991.067084789E+0	5.599999905E+0	1.824665833E-9	35.071020808E-12	3.069055058E+9	58.988825146E+6	-816.249227433E-3	-17.962079679E-3	239.568635009E-3	189.933541674E-3	-447.341761172E+6	-9.844037933E+6	131.294525624E+6	104.092233331E+6	300.002300000E+0
997.400207996E+0	5.699999809E+0	1.751844033E-9	31.924029332E-12	3.253714201E+9	59.292759867E+6	-805.858847267E-3	6.133652884E-3	239.669089971E-3	188.383451579E-3	-460.006046162E+6	3.501255116E+6	136.809604857E+6	107.534374062E+6	300.002300000E+0
1.003730763E+3	5.800000191E+0	1.829896967E-9	44.159744427E-12	3.169577466E+9	76.489405356E+6	-795.434320733E-3	27.953370217E-3	239.063822704E-3	188.861439294E-3	-434.688037208E+6	15.275925763E+6	130.643324219E+6	103.208783191E+6	300.002300000E+0
1.010066750E+3	5.900000095E+0	1.810047900E-9	44.394224517E-12	3.259582299E+9	79.946297784E+6	-778.326631533E-3	52.966231445E-3	237.077932602E-3	188.132409373E-3	-430.003333908E+6	29.262336895E+6	130.978816971E+6	103.937807045E+6	300.004600000E+0
1.016552090E+3	6.000000000E+0	1.833609567E-9	40.350350630E-12	3.272234236E+9	72.008676862E+6	-750.136774267E-3	91.391753253E-3	238.992644751E-3	187.694041398E-3	-409.103872440E+6	49.842537318E+6	130.339985729E+6	102.363144701E+6	300.004600000E+0
1.022883029E+3	6.099999905E+0	1.863375433E-9	34.159310115E-12	3.273629026E+9	60.012012124E+6	-742.303660233E-3	109.119039287E-3	239.343404252E-3	189.843644597E-3	-398.365056743E+6	58.559878667E+6	128.446152058E+6	101.881586073E+6	300.004600000E+0
1.029219220E+3	6.199999809E+0	1.872389300E-9	44.729228285E-12	3.311277099E+9	79.102603967E+6	-570.483266500E-3	-43.275790013E-3	247.848732559E-3	178.571660486E-3	-304.681973188E+6	-23.112602712E+6	132.370299573E+6	95.371010978E+6	300.004600000E+0
1.035555357E+3	6.300000191E+0	1.909479167E-9	48.310132533E-12	3.299329105E+9	83.473561342E+6	-846.151291600E-3	221.974457107E-3	231.238631111E-3	193.695416466E-3	-443.131984036E+6	116.248692828E+6	121.100368702E+6	101.438873934E+6	300.004600000E+0
1.041895246E+3	6.400000095E+0	1.929890933E-9	40.602737501E-12	3.316249631E+9	69.770167280E+6	-760.672975167E-3	203.450894731E-3	233.070070148E-3	190.306823747E-3	-394.153349305E+6	105.420928829E+6	120.768519154E+6	98.610144470E+6	300.004600000E+0
1.048224224E+3	6.500000000E+0	1.928647900E-9	41.351005873E-12	3.370236734E+9	72.259264634E+6	-720.503093033E-3	206.520514907E-3	238.383015528E-3	190.535655470E-3	-373.579383273E+6	107.080465494E+6	123.601107039E+6	98.792348500E+6	300.004600000E+0
1.054563590E+3	6.599999905E+0	1.942534233E-9	37.128940702E-12	3.397623471E+9	64.941023031E+6	-699.562948567E-3	223.083261657E-3	238.681238763E-3	189.238754012E-3	-360.129019382E+6	114.841354056E+6	122.871059190E+6	97.418491147E+6	300.004600000E+0
1.060906403E+3	6.699999809E+0	1.970171667E-9	31.196324924E-12	3.400718791E+9	53.848063187E+6	-681.953733000E-3	242.314972915E-3	237.944077606E-3	189.994253260E-3	-346.139244888E+6	122.991806762E+6	120.773271503E+6	96.435379959E+6	300.004600000E+0
1.067234344E+3	6.800000191E+0	1.966375467E-9	39.022438233E-12	3.458139255E+9	68.626275986E+6	-505.507200880E-3	90.761878638E-3	249.492737172E-3	179.665573016E-3	-257.075624391E+6	46.156942139E+6	126.879500584E+6	91.368904902E+6	300.004600000E+0
1.073568708E+3	6.900000095E+0	2.020383900E-9	43.639832867E-12	3.415192576E+9	73.767383126E+6	-776.549826600E-3	359.055310697E-3	229.169068445E-3	191.622509133E-3	-384.357560264E+6	177.716378900E+6	113.428476858E+6	94.844603114E+6	300.003700000E+0
1.080079100E+3	7.000000000E+0	2.000788467E-9	32.862526040E-12	3.498620727E+9	57.464103108E+6	-672.354567467E-3	361.374638907E-3	237.608652606E-3	191.820670746E-3	-336.044803670E+6	180.616114560E+6	118.757508135E+6	95.872539222E+6	300.003700000E+0
1.086422089E+3	7.099999905E+0	2.071495633E-9	42.024809718E-12	3.427475197E+9	69.533814440E+6	-641.628485267E-3	356.329712517E-3	236.364282485E-3	190.033979843E-3	-309.741654745E+6	172.015671567E+6	114.103200935E+6	91.737572015E+6	300.003700000E+0
1.092756256E+3	7.199999809E+0	2.103598167E-9	36.038233840E-12	3.422706828E+9	58.636820949E+6	-622.747344633E-3	367.147357720E-3	237.455177238E-3	189.666624367E-3	-296.039117404E+6	174.533027998E+6	112.880483070E+6	90.162953825E+6	300.003700000E+0
1.099092267E+3	7.300000191E+0	2.110445967E-9	35.436245349E-12	3.458984644E+9	58.079396696E+6	-440.135955377E-3	213.828651858E-3	247.397307655E-3	180.071509832E-3	-208.551160432E+6	101.319178617E+6	117.225132300E+6	85.323913844E+6	300.003700000E+0
1.105436510E+3	7.400000095E+0	2.154455467E-9	36.343867560E-12	3.434742658E+9	57.941245101E+6	-710.342628233E-3	475.095403567E-3	227.757267297E-3	192.976327814E-3	-329.708661527E+6	220.517625413E+6	105.714539391E+6	89.570813043E+6	300.003700000E+0
1.111765490E+3	7.500000000E+0	2.165259367E-9	33.801797117E-12	3.463788272E+9	54.073091762E+6	-628.910977567E-3	457.903585333E-3	235.063908097E-3	191.224107427E-3	-290.455262427E+6	211.477475808E+6	108.561547737E+6	88.314642750E+6	300.003700000E+0
1.118091310E+3	7.599999905E+0	2.183556900E-9	24.961959393E-12	3.480559588E+9	39.789019056E+6	-587.987961933E-3	462.476754633E-3	236.729837532E-3	189.928771494E-3	-269.279890042E+6	211.799726691E+6	108.414778443E+6	86.981370393E+6	300.003700000E+0
1.124428270E+3	7.699999809E+0	2.180763633E-9	35.266706509E-12	3.530873173E+9	57.100304684E+6	-566.697496567E-3	482.212013933E-3	238.294037417E-3	188.327830758E-3	-259.861952898E+6	221.120715039E+6	109.270914910E+6	86.358662571E+6	300.003700000E+0
1.130767946E+3	7.800000191E+0	2.217498567E-9	45.612807369E-12	3.517476993E+9	72.352696380E+6	-383.389319567E-3	332.818048977E-3	247.612995566E-3	179.213206460E-3	-172.892702314E+6	150.087154048E+6	111.663204337E+6	80.817732716E+6	300.003700000E+0
1.137108376E+3	7.900000095E+0	2.191597567E-9	46.543356013E-12	3.604676431E+9	76.553168795E+6	-656.990402233E-3	591.233977233E-3	231.291075459E-3	194.604511761E-3	-299.776935431E+6	269.773057894E+6	105.535377013E+6	88.795732721E+6	299.996100000E+0
1.143625026E+3	8.000000000E+0	2.169057067E-9	32.480389210E-12	3.688238601E+9	55.229263944E+6	-551.103581533E-3	587.325221267E-3	236.411521654E-3	192.423157853E-3	-254.075187787E+6	270.774444016E+6	108.992762472E+6	88.712814804E+6	299.996100000E+0
1.149974676E+3	8.100000381E+0	2.201803300E-9	30.051367773E-12	3.678802907E+9	50.210234100E+6	-522.663509600E-3	586.493981300E-3	237.429203442E-3	189.262735022E-3	-237.379746683E+6	266.369834808E+6	107.833975651E+6	85.958057662E+6	299.996100000E+0
1.156316618E+3	8.199999809E+0	2.271011400E-9	26.815549134E-12	3.610725956E+9	42.634572109E+6	-336.802703930E-3	427.030865333E-3	246.577686479E-3	180.077292856E-3	-148.305157750E+6	188.035544574E+6	108.576155311E+6	79.293874463E+6	299.996100000E+0
1.162657797E+3	8.300000191E+0	2.280503533E-9	29.434833481E-12	3.639547174E+9	46.976232861E+6	-606.739620733E-3	685.301681367E-3	229.474516750E-3	193.786773966E-3	-266.055111016E+6	300.504547066E+6	100.624495159E+6	84.975432457E+6	299.996100000E+0
1.169003737E+3	8.399999619E+0	2.265064333E-9	32.335081345E-12	3.708503770E+9	52.941000083E+6	-521.062722733E-3	663.244778733E-3	233.764787302E-3	191.777822557E-3	-230.043233239E+6	292.814984975E+6	103.204480271E+6	84.667715497E+6	299.996100000E+0
1.175342390E+3	8.500000000E+0	2.306401533E-9	41.340073363E-12	3.685394706E+9	66.057226072E+6	-311.068355987E-3	502.079279900E-3	245.414037984E-3	178.591412201E-3	-134.871726146E+6	217.689449406E+6	106.405599562E+6	77.432922941E+6	299.996100000E+0
1.181854558E+3	8.600000381E+0	2.332928400E-9	40.207393241E-12	3.686354190E+9	63.533322552E+6	-555.884249333E-3	768.013505500E-3	232.547798905E-3	195.379631201E-3	-238.277458208E+6	329.205776525E+6	99.680641251E+6	83.748661639E+6	299.996100000E+0
1.188187387E+3	8.699999809E+0	2.361929467E-9	30.944593871E-12	3.683429134E+9	48.258095851E+6	-485.456337567E-3	736.281994900E-3	234.838580853E-3	191.976537666E-3	-205.533799556E+6	311.729035643E+6	99.426584988E+6	81.279538774E+6	299.996100000E+0
1.194518687E+3	8.800000191E+0	2.361192200E-9	26.773278922E-12	3.726930908E+9	42.259228508E+6	-445.837951777E-3	742.769941467E-3	236.457032746E-3	188.506812283E-3	-188.819000747E+6	314.574112801E+6	100.143068720E+6	79.835437489E+6	299.996100000E+0
1.200862673E+3	8.899999619E+0	2.367361033E-9	31.259998692E-12	3.759460215E+9	49.642078136E+6	-419.906602767E-3	758.609327733E-3	235.797390752E-3	188.067658886E-3	-177.373284790E+6	320.445135766E+6	99.603477219E+6	79.441900174E+6	300.004000000E+0
1.207384653E+3	9.000000000E+0	2.396120900E-9	36.660958689E-12	3.756070906E+9	57.468369114E+6	-381.616189500E-3	790.941445133E-3	237.413694827E-3	190.266723457E-3	-159.264162964E+6	330.092461166E+6	99.082519094E+6	79.406144931E+6	300.004000000E+0
1.213722233E+3	9.100000381E+0	2.366713000E-9	41.608660205E-12	3.844995308E+9	67.598016016E+6	-377.920620995E-3	799.382396633E-3	237.449820811E-3	190.538354678E-3	-159.681643273E+6	337.760597349E+6	100.328946015E+6	80.507587814E+6	300.004000000E+0
1.220061890E+3	9.199999809E+0	2.404660300E-9	44.724124804E-12	3.825904145E+9	71.157749173E+6	-206.930166793E-3	646.364751133E-3	247.283670754E-3	178.901941423E-3	-86.053804270E+6	268.796699115E+6	102.835178322E+6	74.398010157E+6	300.004000000E+0
1.226405143E+3	9.300000191E+0	2.472797233E-9	44.790440168E-12	3.760923082E+9	68.122609484E+6	-482.405676437E-3	908.965177400E-3	229.771530278E-3	192.268139363E-3	-195.085011393E+6	367.585811383E+6	92.919681072E+6	77.753297671E+6	300.004000000E+0
1.232736985E+3	9.399999619E+0	2.458807633E-9	51.620238259E-12	3.822991067E+9	80.259922363E+6	-404.167033220E-3	889.146640033E-3	235.418163078E-3	192.185966560E-3	-164.375214938E+6	361.617000037E+6	95.744847985E+6	78.162262047E+6	300.004000000E+0
1.239073985E+3	9.500000000E+0	2.440813967E-9	39.079966953E-12	3.892144231E+9	62.317272030E+6	-365.734103235E-3	892.907769900E-3	236.531130700E-3	189.966508975E-3	-149.841040009E+6	365.823771125E+6	96.906660618E+6	77.829163373E+6	300.004000000E+0
1.245415285E+3	9.600000381E+0	2.525832867E-9	33.038728403E-12	3.800726686E+9	49.714760774E+6	-337.392050095E-3	904.503882367E-3	235.004988626E-3	190.340884924E-3	-133.576553915E+6	358.101240309E+6	93.040593353E+6	75.357672091E+6	300.004000000E+0
1.251751671E+3	9.699999809E+0	2.523396733E-9	38.953316468E-12	3.844024874E+9	59.339665238E+6	-319.385424809E-3	926.792285167E-3	237.010138632E-3	187.405803447E-3	-126.569643445E+6	367.279656395E+6	93.925039809E+6	74.267276711E+6	300.004000000E+0
1.258092544E+3	9.800000191E+0	2.530401000E-9	45.818000191E-12	3.872904014E+9	70.126717808E+6	-307.589188216E-3	950.165431500E-3	236.054129171E-3	187.101960495E-3	-121.557487614E+6	375.499943092E+6	93.287241497E+6	73.941624468E+6	300.004000000E+0
1.264428501E+3	9.899999619E+0	2.544117133E-9	31.701109297E-12	3.891330116E+9	48.488129611E+6	-131.978001327E-3	800.343981500E-3	246.216268640E-3	179.290075957E-3	-51.875756661E+6	314.586137177E+6	96.778668487E+6	70.472414028E+6	299.994300000E+0
1.270928694E+3	10.000000000E+0	2.547099200E-9	30.070194431E-12	3.926034761E+9	46.349442778E+6	-385.147952418E-3	1.074613168E+0	231.192308303E-3	195.189363942E-3	-151.210424949E+6	421.896865069E+6	90.766903897E+6	76.632022790E+6	299.994300000E+0
