0.017453,0.74578,0.71986
0.087266,0.7554,0.7208
0.15708,0.65896,0.62703
0.22689,0.52786,0.49833
0.29671,0.37239,0.34772
0.36652,0.20427,0.18999
0.43633,0.083982,0.077533
0.50615,0.017238,0.015883
0.57596,0.022547,0.020583
0.64577,0.095263,0.086963
0.71558,0.21204,0.19446
0.7854,0.36456,0.33526
0.85521,0.50014,0.46137
0.92502,0.63246,0.58503
0.99484,0.72251,0.67464
1.0647,0.77203,0.73029
1.1345,0.7325,0.69811
1.2043,0.62205,0.59852
1.2741,0.48483,0.47098
1.3439,0.32914,0.32321
1.4137,0.19463,0.19408
1.4835,0.089807,0.090503
1.5533,0.029231,0.029723
1.6232,0.021385,0.021942
1.693,0.064611,0.06687
1.7628,0.1458,0.15259
1.8326,0.25053,0.26318
1.9024,0.37116,0.39267
1.9722,0.48405,0.51467
2.042,0.57038,0.60571
2.1118,0.61972,0.65619
2.1817,0.62055,0.65652
2.2515,0.56144,0.59275
2.3213,0.4628,0.48436
2.3911,0.33212,0.34515
2.4609,0.19819,0.20368
2.5307,0.092056,0.09399
2.6005,0.026237,0.026494
2.6704,0.013726,0.013715
2.7402,0.05395,0.053235
2.81,0.14559,0.14257
2.8798,0.26884,0.26043
2.9496,0.39796,0.38185
3.0194,0.51464,0.48912
3.0892,0.60848,0.57445
3.159,0.64648,0.60412
3.2289,0.64422,0.59988
3.2987,0.58315,0.53984
3.3685,0.47809,0.44172
3.4383,0.344,0.31697
3.5081,0.20764,0.19095
3.5779,0.089131,0.082223
3.6477,0.023189,0.02135
3.7176,0.027588,0.025569
3.7874,0.10919,0.10203
3.8572,0.2547,0.24046
3.927,0.43395,0.41211
3.9968,0.64099,0.61625
4.0666,0.81416,0.78869
4.1364,0.9506,0.93688
4.2062,1,1
4.2761,0.98184,0.99634
4.3459,0.84883,0.8767
4.4157,0.69626,0.72779
4.4855,0.4825,0.5141
4.5553,0.28253,0.30562
4.6251,0.11921,0.13094
4.6949,0.028666,0.031809
4.7647,0.025879,0.02915
4.8346,0.095195,0.10825
4.9044,0.21856,0.25169
4.9742,0.3662,0.42484
5.044,0.49999,0.58413
5.1138,0.60973,0.71233
5.1836,0.67602,0.78909
5.2534,0.66881,0.78238
5.3233,0.67885,0.79169
5.3931,0.59341,0.68904
5.4629,0.48323,0.55865
5.5327,0.34832,0.39989
5.6025,0.2126,0.24155
5.6723,0.10076,0.1134
5.7421,0.033893,0.037529
5.8119,0.014631,0.016002
5.8818,0.066519,0.071714
5.9516,0.16995,0.18018
6.0214,0.23759,0.24834
6.0912,0.46238,0.47383
6.161,0.60597,0.61141
6.2308,0.72117,0.71855
