0.017453,0.68055,0.6569
0.087266,0.69276,0.66103
0.15708,0.60516,0.57584
0.22689,0.49158,0.46409
0.29671,0.34401,0.32122
0.36652,0.19686,0.1831
0.43633,0.080614,0.074424
0.50615,0.020847,0.019209
0.57596,0.025021,0.022841
0.64577,0.095613,0.087283
0.71558,0.21387,0.19615
0.7854,0.37073,0.34093
0.85521,0.51215,0.47246
0.92502,0.65015,0.6014
0.99484,0.74599,0.69656
1.0647,0.78647,0.74395
1.1345,0.75335,0.71799
1.2043,0.63612,0.61207
1.2741,0.48703,0.47312
1.3439,0.33076,0.32481
1.4137,0.19288,0.19234
1.4835,0.093617,0.094343
1.5533,0.030805,0.031324
1.6232,0.024374,0.025009
1.693,0.070982,0.073463
1.7628,0.15209,0.15917
1.8326,0.26394,0.27727
1.9024,0.39997,0.42315
1.9722,0.51224,0.54465
2.042,0.61814,0.65643
2.1118,0.67215,0.7117
2.1817,0.67639,0.71559
2.2515,0.60347,0.63712
2.3213,0.49374,0.51674
2.3911,0.35286,0.36671
2.4609,0.21439,0.22033
2.5307,0.097935,0.099992
2.6005,0.027129,0.027395
2.6704,0.013594,0.013583
2.7402,0.059942,0.059148
2.81,0.15526,0.15204
2.8798,0.28008,0.27132
2.9496,0.41313,0.3964
3.0194,0.54474,0.51774
3.0892,0.63972,0.60394
3.159,0.6876,0.64254
3.2289,0.67334,0.627
3.2987,0.59876,0.5543
3.3685,0.49335,0.45582
3.4383,0.35222,0.32454
3.5081,0.20668,0.19007
3.5779,0.094986,0.087624
3.6477,0.026158,0.024084
3.7176,0.02766,0.025636
3.7874,0.10617,0.099216
3.8572,0.24836,0.23447
3.927,0.44222,0.41997
3.9968,0.62832,0.60407
4.0666,0.81925,0.79362
4.1364,0.95204,0.9383
4.2062,1,1
4.2761,0.97379,0.98817
4.3459,0.863,0.89132
4.4157,0.69869,0.73032
4.4855,0.49255,0.52481
4.5553,0.29511,0.31923
4.6251,0.12552,0.13787
4.6949,0.032134,0.035658
4.7647,0.026114,0.029415
4.8346,0.10384,0.11808
4.9044,0.22982,0.26465
4.9742,0.39008,0.45255
5.044,0.52589,0.61439
5.1138,0.6443,0.75272
5.1836,0.70311,0.82071
5.2534,0.73005,0.85402
5.3233,0.69582,0.81149
5.3931,0.62003,0.71994
5.4629,0.49915,0.57706
5.5327,0.35504,0.40761
5.6025,0.21617,0.24561
5.6723,0.10397,0.11701
5.7421,0.029872,0.033076
5.8119,0.017666,0.019321
5.8818,0.064715,0.069769
5.9516,0.16151,0.17123
6.0214,0.28851,0.30157
6.0912,0.42962,0.44027
6.161,0.55965,0.56468
6.2308,0.66896,0.66652
