[Main]
Experiment = "RvsT_75.00Vg"
Header length = 73    
Date = "20191105 00:57:05"
Comments = "SD: 2V- to 1Vb; Volt1: 2Va to 2I+; Volt2: 2Vb to 2I-; Gate: 1I+ to 1Vb"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Gate Voltage]
Set initial gate voltage = TRUE
Initial gate voltage (V) = 7.500000E+1
Initial gate volt. ramp step (V) = 1.000000E-1
Initial voltage ramp delay (s) = 1.000000E-1
Delay after inital voltage set = 10.000000
Leak current threshold for initial set = 1.000000
Set final gate voltage = FALSE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Auto-range = FALSE
Manual range (V) = 5.000000
Check Compliance = TRUE
Measuement speed = 1.000000
Number of measurements = 1

[Dynamic Temperature]
Initial temperature (K) = 3.000000E+2
Final temperature (K) = 4.000000E+0
Ramp rate (K/min) = 1.000000E+1
Step control = "Step Control"
Temperature interval (K) = 1.000000
Stability Temperature (K) = 0.200000
Stability time (s) = FALSE
Go to other temperature at finish = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 100.000000E-3
Final Voltage (V) = 100.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Temperature (K)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Gate Voltage (V)	Gate Leak Current (A)
5.033077290E+3	202.040000000E+0	100.000001490E-3	16.840133667E-12	3.196413003E-12	5.938195235E+9	1.127124335E+9	-7.841384493E-3	0.000000000E+0	58.897955911E-3	27.170417096E+21	-465.636713374E+6	0.000000000E+0	3.497475559E+9	NaN	75.000000000E+0	94.092872382E-12
5.085085757E+3	201.049400000E+0	100.000001490E-3	14.672597000E-12	2.646100219E-12	6.815426164E+9	1.229114428E+9	-18.687600060E-3	0.000000000E+0	68.041368123E-3	27.170417096E+21	-1.273639565E+9	0.000000000E+0	4.637309136E+9	NaN	75.000000000E+0	127.983942888E-12
5.136840389E+3	200.060400000E+0	100.000001490E-3	17.383967667E-12	3.521768391E-12	5.752426800E+9	1.165367726E+9	-8.585442380E-3	0.000000000E+0	80.049049130E-3	27.170417096E+21	-493.871280977E+6	0.000000000E+0	4.604762886E+9	NaN	75.000000000E+0	144.577544381E-12
5.188804377E+3	199.038100000E+0	100.000001490E-3	16.632035333E-12	3.702136061E-12	6.012493329E+9	1.338324981E+9	-8.534805040E-3	0.000000000E+0	104.170181493E-3	27.170417096E+21	-513.154576030E+6	0.000000000E+0	6.263225120E+9	NaN	75.000000000E+0	102.440056438E-12
5.240789577E+3	198.050900000E+0	100.000001490E-3	17.272322667E-12	4.098059021E-12	5.789609390E+9	1.373652024E+9	-5.956530370E-3	0.000000000E+0	126.227684033E-3	27.170417096E+21	-344.859836454E+6	0.000000000E+0	7.308089738E+9	NaN	75.000000000E+0	84.136766998E-12
5.293691721E+3	197.008000000E+0	100.000001490E-3	16.876573333E-12	5.136509047E-12	5.925373565E+9	1.803430964E+9	-4.723782117E-3	0.000000000E+0	151.405596539E-3	27.170417096E+21	-279.901732619E+6	0.000000000E+0	8.971347059E+9	NaN	75.000000000E+0	124.363644383E-12
5.345549512E+3	196.076800000E+0	100.000001490E-3	18.673104333E-12	6.835288811E-12	5.355296029E+9	1.960305816E+9	3.762150233E-3	0.000000000E+0	185.056763971E-3	27.170417096E+21	201.474279058E+6	0.000000000E+0	9.910337385E+9	NaN	75.000000000E+0	81.974628474E-12
5.397325582E+3	195.037900000E+0	100.000001490E-3	16.638733667E-12	4.995835553E-12	6.010072851E+9	1.804544518E+9	1.512362290E-3	0.000000000E+0	203.476637966E-3	27.170417096E+21	90.894074050E+6	0.000000000E+0	12.229093995E+9	NaN	75.000000000E+0	103.948488706E-12
5.449103258E+3	194.050300000E+0	100.000001490E-3	15.502889667E-12	4.247892902E-12	6.450410449E+9	1.767454542E+9	2.715615557E-3	0.000000000E+0	231.831859687E-3	27.170417096E+21	175.168347002E+6	0.000000000E+0	14.954106278E+9	NaN	75.000000000E+0	90.321611301E-12
5.500848589E+3	193.066500000E+0	100.000001490E-3	15.515936667E-12	4.143549176E-12	6.444986444E+9	1.721141227E+9	4.739049310E-3	0.000000000E+0	254.361070630E-3	27.170417096E+21	305.431081076E+6	0.000000000E+0	16.393536278E+9	NaN	75.000000000E+0	103.244537919E-12
5.552812044E+3	192.041900000E+0	100.000001490E-3	14.189448000E-12	2.139137608E-12	7.047490606E+9	1.062448109E+9	9.310676380E-3	0.000000000E+0	287.949024770E-3	27.170417096E+21	656.169033496E+6	0.000000000E+0	20.293180170E+9	NaN	75.000000000E+0	169.216612944E-12
5.604630071E+3	191.076200000E+0	100.000001490E-3	12.690124000E-12	1.977946660E-12	7.880143763E+9	1.228238907E+9	3.538433777E-3	0.000000000E+0	316.436098595E-3	27.170417096E+21	278.833664404E+6	0.000000000E+0	24.935619116E+9	NaN	75.000000000E+0	113.653295108E-12
5.656462649E+3	190.041800000E+0	100.000001490E-3	11.579299667E-12	1.367316923E-12	8.636101005E+9	1.019775582E+9	17.090297113E-3	0.000000000E+0	333.068651826E-3	27.170417096E+21	1.475935299E+9	0.000000000E+0	28.764144760E+9	NaN	75.000000000E+0	90.774290862E-12
5.708349961E+3	189.054200000E+0	100.000001490E-3	10.010607667E-12	983.566300427E-15	9.989403723E+9	981.482961874E+6	28.788011633E-3	0.000000000E+0	351.829371838E-3	27.170417096E+21	2.875750663E+9	0.000000000E+0	35.145655844E+9	NaN	75.000000000E+0	79.209083736E-12
5.760075798E+3	188.074300000E+0	100.000001490E-3	8.106366333E-12	1.403102125E-12	12.335983519E+9	2.135191525E+9	67.233565910E-3	0.000000000E+0	372.623565274E-3	27.170417096E+21	8.293921487E+9	0.000000000E+0	45.966780917E+9	NaN	75.000000000E+0	81.220398462E-12
5.811782397E+3	187.072400000E+0	100.000001490E-3	6.266783333E-12	1.227593185E-12	15.957149972E+9	3.125828279E+9	148.188490227E-3	0.000000000E+0	385.381766770E-3	27.170417096E+21	23.646659274E+9	0.000000000E+0	61.495945571E+9	NaN	75.000000000E+0	111.792519686E-12
5.863474646E+3	186.048800000E+0	100.000001490E-3	4.560420667E-12	1.058989258E-12	21.927802016E+9	5.091922103E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	75.000000000E+0	93.539884172E-12
5.915232813E+3	185.066800000E+0	100.000001490E-3	3.191363667E-12	1.832647909E-12	31.334567895E+9	17.993947517E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	75.000000000E+0	130.397498355E-12
5.967086995E+3	184.032900000E+0	100.000001490E-3	1.548911333E-12	698.695786755E-15	64.561475753E+9	29.122926616E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	75.000000000E+0	75.387487919E-12
6.018644757E+3	183.045800000E+0	100.000001490E-3	203.453666667E-15	1.155575875E-12	491.512407363E+9	2.791691540E+12	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	75.000000000E+0	108.825837231E-12
6.070062775E+3	182.027400000E+0	100.000001490E-3	-36.967666667E-15	1.262537964E-12	NaN	NaN	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	-0.000000000E+0	NaN	NaN	75.000000000E+0	82.276262192E-12
6.120741074E+3	181.041700000E+0	100.000001490E-3	-84.071333333E-15	1.577337419E-12	NaN	NaN	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	-0.000000000E+0	NaN	NaN	75.000000000E+0	91.276992908E-12
6.169442138E+3	180.084900000E+0	100.000001490E-3	-1.393697000E-12	1.973171718E-12	-71.751608485E+9	101.584666216E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	75.000000000E+0	103.847916377E-12
6.217794765E+3	179.079100000E+0	100.000001490E-3	-2.655434333E-12	1.615395422E-12	-37.658623388E+9	22.909083864E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	75.000000000E+0	91.427886095E-12
6.266406590E+3	178.068200000E+0	100.000001490E-3	-4.943598333E-12	3.056832764E-12	-20.228180922E+9	12.507926823E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	75.000000000E+0	109.580178265E-12
6.314738244E+3	177.059600000E+0	100.000001490E-3	-7.312139333E-12	3.719091742E-12	-13.675888400E+9	6.955814338E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	75.000000000E+0	13.840498192E-12
6.363144715E+3	176.080100000E+0	100.000001490E-3	-9.514098667E-12	4.461416908E-12	-10.510717304E+9	4.928758208E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	75.000000000E+0	141.158293387E-12
6.411489543E+3	175.064000000E+0	100.000001490E-3	-10.636690900E-12	4.740794754E-12	-9.401420275E+9	4.190232126E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	75.000000000E+0	97.260741128E-12
6.460150898E+3	174.062600000E+0	100.000001490E-3	-12.987472500E-12	6.214422745E-12	-7.699727679E+9	3.684270579E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	75.000000000E+0	19.321443750E-12
6.508606586E+3	173.063400000E+0	100.000001490E-3	-10.875390967E-12	4.652758785E-12	-9.195071864E+9	3.933877092E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	75.000000000E+0	100.328037544E-12
6.556963425E+3	172.062900000E+0	100.000001490E-3	-11.022746233E-12	5.024122769E-12	-9.072149478E+9	4.135048725E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	75.000000000E+0	117.122492260E-12
6.605464738E+3	171.057200000E+0	100.000001490E-3	-11.141127233E-12	5.356468499E-12	-8.975752578E+9	4.315392413E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	75.000000000E+0	99.322300384E-12
6.653671546E+3	170.062900000E+0	100.000001490E-3	-10.792207833E-12	3.396905612E-12	-9.265944748E+9	2.916506075E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	75.000000000E+0	62.313758320E-12
6.702061638E+3	169.062900000E+0	100.000001490E-3	-1.257512000E-12	1.350476244E-12	-79.522105149E+9	85.400945551E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	75.000000000E+0	91.880426878E-12
6.750676796E+3	168.067500000E+0	100.000001490E-3	1.408351667E-12	1.218599417E-12	71.004993892E+9	61.438237486E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	94.595692390E-12
6.798997313E+3	167.071600000E+0	100.000001490E-3	3.251279667E-12	1.077469761E-12	30.757120809E+9	10.192868959E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	43.759225410E-12
6.847462064E+3	166.063700000E+0	100.000001490E-3	3.520467333E-12	1.178632620E-12	28.405320096E+9	9.509941058E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	115.966056202E-12
6.896071665E+3	165.063300000E+0	100.000001490E-3	2.878209667E-12	1.422270148E-12	34.743821011E+9	17.168693451E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	87.505745705E-12
6.944403686E+3	164.068600000E+0	100.000001490E-3	3.214724667E-12	995.262169481E-15	31.106863529E+9	9.630524444E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	115.463444361E-12
6.992829603E+3	163.089400000E+0	100.000001490E-3	4.140547667E-12	1.642266930E-12	24.151394825E+9	9.579176533E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	90.673545061E-12
7.041200712E+3	162.061400000E+0	100.000001490E-3	3.064395667E-12	1.704774822E-12	32.632862191E+9	18.154209797E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	138.694208895E-12
7.090525978E+3	161.033800000E+0	100.000001490E-3	3.201308000E-12	1.360596056E-12	31.237232247E+9	13.276215533E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	87.304642682E-12
7.140044086E+3	160.050100000E+0	100.000001490E-3	2.939492000E-12	2.391883546E-12	34.019484146E+9	27.681873048E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	138.794822857E-12
7.188540850E+3	159.073800000E+0	100.000001490E-3	3.708734333E-12	1.205467193E-12	26.963376856E+9	8.764031955E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	157.299243075E-12
7.236906552E+3	158.060000000E+0	100.000001490E-3	3.364708333E-12	1.266748546E-12	29.720258514E+9	11.189110773E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	109.379033608E-12
7.285228870E+3	157.088900000E+0	100.000001490E-3	3.737937333E-12	1.199804209E-12	26.752722845E+9	8.587096734E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	62.866892248E-12
7.333707053E+3	156.076000000E+0	100.000001490E-3	3.630391667E-12	1.505850998E-12	27.545237724E+9	11.425495516E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	90.472428160E-12
7.383324229E+3	155.020700000E+0	100.000001490E-3	3.745817000E-12	2.102372627E-12	26.696446060E+9	14.983614369E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	89.114784996E-12
7.432801939E+3	154.042600000E+0	100.000001490E-3	3.717108667E-12	1.195765693E-12	26.902630635E+9	8.654372432E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	-7.529928070E-12
7.482340167E+3	153.051100000E+0	100.000001490E-3	2.805858667E-12	1.747859869E-12	35.639714387E+9	22.201127679E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	91.126217683E-12
7.532052177E+3	152.035000000E+0	100.000001490E-3	2.928674000E-12	1.855149455E-12	34.145146059E+9	21.629020200E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	71.264216750E-12
7.581423473E+3	151.043500000E+0	100.000001490E-3	3.398423333E-12	1.715911059E-12	29.425410457E+9	14.857297716E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	86.751467121E-12
7.629879479E+3	150.072900000E+0	100.000001490E-3	2.998799333E-12	1.539128030E-12	33.346679912E+9	17.115119772E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	108.473841021E-12
7.678361453E+3	149.067300000E+0	100.000001490E-3	2.497300667E-12	1.330982756E-12	40.043236613E+9	21.341786412E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	119.636911489E-12
7.726855620E+3	148.071000000E+0	100.000001490E-3	2.902216667E-12	1.673898473E-12	34.456421755E+9	19.873275632E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	93.087121344E-12
7.775353813E+3	147.086900000E+0	100.000001490E-3	3.824099333E-12	1.437704419E-12	26.149948726E+9	9.831307599E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	116.619922053E-12
7.823910747E+3	146.075400000E+0	100.000001490E-3	3.152411667E-12	2.170619526E-12	31.721745782E+9	21.842274451E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	68.448406665E-12
7.872481712E+3	145.072000000E+0	100.000001490E-3	4.077246667E-12	1.293564233E-12	24.526355569E+9	7.781333563E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	7.253392331E-12
7.921023393E+3	144.091200000E+0	100.000001490E-3	3.122586333E-12	1.377544558E-12	32.024735529E+9	14.127872039E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	125.872201551E-12
7.970493507E+3	143.035900000E+0	100.000001490E-3	3.888094333E-12	2.056605278E-12	25.719540967E+9	13.604336514E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	95.048302562E-12
8.019904705E+3	142.065300000E+0	100.000001490E-3	3.374267667E-12	1.969568807E-12	29.636060730E+9	17.298645676E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	89.718205087E-12
8.069389602E+3	141.030400000E+0	100.000001490E-3	3.703502333E-12	1.087315086E-12	27.001468472E+9	7.927389099E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	106.211137108E-12
8.117930296E+3	140.088600000E+0	100.000001490E-3	3.042916000E-12	2.242876007E-12	32.863214591E+9	24.222855813E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	124.212695685E-12
8.166377065E+3	139.074400000E+0	100.000001490E-3	3.875287333E-12	1.461671276E-12	25.804538577E+9	9.732891936E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	86.600740468E-12
8.214987819E+3	138.095500000E+0	100.000001490E-3	3.333111000E-12	1.580359274E-12	30.002001581E+9	14.225131247E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	51.804498191E-12
8.263486394E+3	137.070100000E+0	100.000001490E-3	2.811421000E-12	1.245494357E-12	35.569202012E+9	15.757597455E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	100.076558152E-12
8.313015790E+3	136.039800000E+0	100.000001490E-3	3.501757000E-12	1.702803834E-12	28.557093336E+9	13.886494131E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	121.648122131E-12
8.362603704E+3	135.079100000E+0	100.000001490E-3	3.657764333E-12	1.964224443E-12	27.339104540E+9	14.681136482E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	62.716026816E-12
8.410965599E+3	134.091000000E+0	100.000001490E-3	4.041800000E-12	1.449569699E-12	24.741452197E+9	8.873387949E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	97.160210433E-12
8.459265472E+3	133.073500000E+0	100.000001490E-3	3.765466333E-12	1.460308452E-12	26.557135993E+9	10.299284792E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	158.405386030E-12
8.508741504E+3	132.032800000E+0	100.000001490E-3	3.009919667E-12	1.586157559E-12	33.223478552E+9	17.507999379E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	107.367587043E-12
8.558242920E+3	131.036300000E+0	100.000001490E-3	4.246080000E-12	1.873835775E-12	23.551134574E+9	10.393341273E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	-45.042625879E-12
8.607656515E+3	130.058900000E+0	100.000001490E-3	3.163804667E-12	1.786807295E-12	31.607514378E+9	17.850829370E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	82.779040567E-12
8.657425742E+3	129.046200000E+0	100.000001490E-3	3.870398333E-12	1.823362251E-12	25.837134289E+9	12.171991430E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	78.052377062E-12
8.707070530E+3	128.038000000E+0	100.000001490E-3	3.688890667E-12	1.806029501E-12	27.108421075E+9	13.271905462E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	108.725348169E-12
8.756553489E+3	127.059300000E+0	100.000001490E-3	2.972224000E-12	2.594499026E-12	33.644840190E+9	29.369086950E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	83.784840177E-12
8.806126559E+3	126.048000000E+0	100.000001490E-3	2.990270333E-12	1.651052845E-12	33.441792996E+9	18.464607314E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	101.736008506E-12
8.855568441E+3	125.062700000E+0	100.000001490E-3	3.804066667E-12	1.999671015E-12	26.287657460E+9	13.818545069E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	80.365457344E-12
8.904889962E+3	124.060700000E+0	100.000001490E-3	3.412199333E-12	1.720911750E-12	29.306611871E+9	14.780523587E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	83.533395479E-12
8.954316795E+3	123.072100000E+0	100.000001490E-3	3.022383000E-12	1.417683212E-12	33.086475635E+9	15.519588695E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	45.217357636E-12
9.003653419E+3	122.065600000E+0	100.000001490E-3	3.868928333E-12	1.805413499E-12	25.846951113E+9	12.061333379E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	109.026981887E-12
9.053113246E+3	121.071500000E+0	100.000001490E-3	3.019657000E-12	1.854707932E-12	33.116344502E+9	20.340438281E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	94.847157905E-12
9.101385470E+3	120.092700000E+0	100.000001490E-3	3.980914333E-12	1.905956558E-12	25.119857680E+9	12.026723882E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	49.692576443E-12
9.149781024E+3	119.098200000E+0	100.000001490E-3	3.458131667E-12	1.292005331E-12	28.917349346E+9	10.803917585E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	173.289452232E-12
9.198074050E+3	118.099700000E+0	100.000001490E-3	3.345410000E-12	2.185952248E-12	29.891702808E+9	19.531786817E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	118.078283262E-12
9.247353305E+3	117.042200000E+0	100.000001490E-3	3.057054333E-12	1.541471805E-12	32.711228060E+9	16.494124824E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	92.835863996E-12
9.296845996E+3	116.081300000E+0	100.000001490E-3	3.767279000E-12	2.268400906E-12	26.544357742E+9	15.983218960E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	37.574318656E-12
9.346480644E+3	115.052100000E+0	100.000001490E-3	2.828579000E-12	1.772261281E-12	35.353441247E+9	22.150887453E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	107.317543740E-12
