[Main]
Experiment = "RvsT_75.00Vg"
Header length = 73    
Date = "20191105 23:25:42"
Comments = "SD: 2V- to 1Vb; Volt1: 2Va to 2I+; Volt2: 2Vb to 2I-; Gate: 1I+ to 1Vb"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Gate Voltage]
Set initial gate voltage = TRUE
Initial gate voltage (V) = 7.500000E+1
Initial gate volt. ramp step (V) = 1.000000E-1
Initial voltage ramp delay (s) = 1.000000E-1
Delay after inital voltage set = 10.000000
Leak current threshold for initial set = 1.000000
Set final gate voltage = FALSE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Auto-range = FALSE
Manual range (V) = 5.000000
Check Compliance = TRUE
Measuement speed = 1.000000
Number of measurements = 1

[Dynamic Temperature]
Initial temperature (K) = 3.000000E+2
Final temperature (K) = 4.000000E+0
Ramp rate (K/min) = 1.000000E+1
Step control = "Step Control"
Temperature interval (K) = 1.000000
Stability Temperature (K) = 0.200000
Stability time (s) = FALSE
Go to other temperature at finish = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 1.000000E+0
Final Voltage (V) = 1.000000E+0
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Temperature (K)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Gate Voltage (V)	Gate Leak Current (A)
1.267634759E+3	275.057300000E+0	1.000000000E+0	33.244841724E-9	1.238111688E-9	30.079854442E+6	1.120240537E+6	104.004219810E-3	190.424196184E-3	1.150746710E-3	100.078483721E-3	3.128431793E+6	5.727932103E+6	34.614293547E+3	3.010346223E+6	75.000000000E+0	140.806602489E-12
1.315206991E+3	274.074200000E+0	1.000000000E+0	31.680290391E-9	976.905085089E-12	31.565367225E+6	973.361272071E+3	104.405679882E-3	202.540227028E-3	995.623978692E-6	108.028601648E-3	3.295603626E+6	6.393256644E+6	31.427236506E+3	3.409962482E+6	75.000000000E+0	61.911649418E-12
1.365301759E+3	273.073500000E+0	1.000000000E+0	30.329800122E-9	987.175433312E-12	32.970873397E+6	1.073137182E+6	102.064868245E-3	193.622504983E-3	1.083746043E-3	117.739757996E-3	3.365167849E+6	6.383903099E+6	35.732053575E+3	3.881982655E+6	75.000000000E+0	101.434707855E-12
1.412574413E+3	272.083400000E+0	1.000000000E+0	28.987586322E-9	998.837539881E-12	34.497525558E+6	1.188695850E+6	101.975276973E-3	172.073393311E-3	1.139011364E-3	115.807770007E-3	3.517894724E+6	5.936106284E+6	39.293073643E+3	3.995081506E+6	75.000000000E+0	102.038058558E-12
1.461165210E+3	271.062400000E+0	1.000000000E+0	27.881596536E-9	754.260334326E-12	35.865951891E+6	970.255230178E+3	99.598753690E-3	163.541499718E-3	1.210231244E-3	132.175341678E-3	3.572204108E+6	5.865571561E+6	43.406095590E+3	4.740594446E+6	75.000000000E+0	137.487951579E-12
1.509773604E+3	270.080700000E+0	1.000000000E+0	26.932178680E-9	1.078900233E-9	37.130304677E+6	1.487436083E+6	96.463901671E-3	191.098818042E-3	1.160078424E-3	136.766481744E-3	3.581734059E+6	7.095557337E+6	43.074065320E+3	5.078181137E+6	75.000000000E+0	126.174057313E-12
1.558474339E+3	269.069000000E+0	1.000000000E+0	26.048702881E-9	892.189844983E-12	38.389627482E+6	1.314876827E+6	96.169016723E-3	149.616494723E-3	1.105883881E-3	149.981206612E-3	3.691892727E+6	5.743721498E+6	42.454470234E+3	5.757722651E+6	75.000000000E+0	116.318524257E-12
1.607950953E+3	268.031100000E+0	1.000000000E+0	24.712891838E-9	705.546761072E-12	40.464709940E+6	1.155257152E+6	96.000078913E-3	176.426108178E-3	1.651274351E-3	161.938932329E-3	3.884615347E+6	7.139031293E+6	66.818337648E+3	6.552811925E+6	75.000000000E+0	91.227060628E-12
1.656367180E+3	267.044000000E+0	1.000000000E+0	23.520709835E-9	682.356848512E-12	42.515723675E+6	1.233419205E+6	93.218214935E-3	185.952858188E-3	1.018694043E-3	159.681085395E-3	3.963239868E+6	7.905920335E+6	43.310514437E+3	6.788956903E+6	75.000000000E+0	117.173201697E-12
1.704558812E+3	266.050900000E+0	1.000000000E+0	22.323007748E-9	691.195039719E-12	44.796830753E+6	1.387059825E+6	90.766755765E-3	176.223138351E-3	1.191777479E-3	171.244431748E-3	4.066062996E+6	7.894238103E+6	53.387854037E+3	7.671207826E+6	75.000000000E+0	139.800893084E-12
1.753090686E+3	265.065900000E+0	1.000000000E+0	22.062210702E-9	639.267844952E-12	45.326373387E+6	1.313363082E+6	92.860180055E-3	161.954975971E-3	1.123475221E-3	176.396659522E-3	4.209015194E+6	7.340831713E+6	50.923057374E+3	7.995420854E+6	75.000000000E+0	79.661839625E-12
1.803131863E+3	264.071300000E+0	1.000000000E+0	20.778385903E-9	549.194993322E-12	48.126933664E+6	1.272046401E+6	91.083487741E-3	103.828429959E-3	1.312630895E-3	188.660407749E-3	4.383568972E+6	4.996943961E+6	63.172900026E+3	9.079646929E+6	75.000000000E+0	158.757867963E-12
1.851764127E+3	263.047400000E+0	1.000000000E+0	19.916378236E-9	700.342288932E-12	50.209932156E+6	1.765589024E+6	89.969454981E-3	95.397871736E-3	728.398463439E-6	198.200919358E-3	4.517360231E+6	4.789920668E+6	36.572837432E+3	9.951654714E+6	75.000000000E+0	106.161190949E-12
1.900072259E+3	262.080600000E+0	1.000000000E+0	18.954040106E-9	636.303335858E-12	52.759200383E+6	1.771171477E+6	89.990172401E-3	153.162719095E-3	1.594734416E-3	205.906604759E-3	4.747809538E+6	8.080742588E+6	84.136912585E+3	10.863467821E+6	75.000000000E+0	106.814890266E-12
1.948765272E+3	261.064100000E+0	1.000000000E+0	17.550637177E-9	566.917203954E-12	56.977988314E+6	1.840491687E+6	84.995565345E-3	148.226028887E-3	1.179395020E-3	210.309858751E-3	4.842876329E+6	8.445620942E+6	67.199555666E+3	11.983032674E+6	75.000000000E+0	113.653392253E-12
1.997476175E+3	260.068400000E+0	1.000000000E+0	17.890737700E-9	486.246201694E-12	55.894844404E+6	1.519146736E+6	87.998005398E-3	127.968712087E-3	1.593294943E-3	219.620963274E-3	4.918634820E+6	7.152791251E+6	89.056972934E+3	12.275679570E+6	75.000000000E+0	141.560749234E-12
2.046120982E+3	259.056500000E+0	1.000000000E+0	16.207099347E-9	701.845747096E-12	61.701355598E+6	2.671966963E+6	84.353085894E-3	118.148531566E-3	1.333918360E-3	223.414375294E-3	5.204699749E+6	7.289924560E+6	82.304571050E+3	13.784969816E+6	75.000000000E+0	102.540614888E-12
2.094694018E+3	258.061300000E+0	1.000000000E+0	15.575207267E-9	614.430984355E-12	64.204603049E+6	2.532826483E+6	82.267795152E-3	78.577629055E-3	910.390969971E-6	229.029950741E-3	5.281971131E+6	5.045045482E+6	58.451290846E+3	14.704777074E+6	75.000000000E+0	127.179836107E-12
2.144622190E+3	257.068400000E+0	1.000000000E+0	15.200587656E-9	630.480841120E-12	65.786930256E+6	2.728670763E+6	84.210114090E-3	120.958133214E-3	988.849634319E-6	241.680833811E-3	5.539924902E+6	7.957464274E+6	65.053381927E+3	15.899440158E+6	75.000000000E+0	153.830059801E-12
2.194076665E+3	256.060500000E+0	1.000000000E+0	14.415153201E-9	551.315967954E-12	69.371444485E+6	2.653151481E+6	82.115207975E-3	54.602366205E-3	1.246668945E-3	246.382690278E-3	5.696450591E+6	3.787845016E+6	86.483225507E+3	17.091923121E+6	75.000000000E+0	143.018999421E-12
2.242436633E+3	255.028900000E+0	1.000000000E+0	13.735779767E-9	347.463029164E-12	72.802565048E+6	1.841628230E+6	81.173430033E-3	91.661618023E-3	1.306631797E-3	253.139732327E-3	5.909633920E+6	6.673200909E+6	95.126146359E+3	18.429221829E+6	75.000000000E+0	113.402065516E-12
2.291246417E+3	254.050500000E+0	1.000000000E+0	12.933593013E-9	571.528174324E-12	77.318035210E+6	3.416640330E+6	80.016342229E-3	98.057925340E-3	1.544149704E-3	256.646288849E-3	6.186706366E+6	7.581646124E+6	119.390621157E+3	19.843386798E+6	75.000000000E+0	109.278877614E-12
2.339481177E+3	253.057800000E+0	1.000000000E+0	11.982235967E-9	520.806270669E-12	83.456877561E+6	3.627441930E+6	78.654221744E-3	49.306885457E-3	1.406874802E-3	264.347248356E-3	6.564235754E+6	4.114998702E+6	117.413378068E+3	22.061595940E+6	75.000000000E+0	114.860218559E-12
2.387859494E+3	252.064600000E+0	1.000000000E+0	11.673514225E-9	495.727374372E-12	85.664006633E+6	3.637807113E+6	80.823079245E-3	39.231666481E-3	1.185459191E-3	271.414916302E-3	6.923628797E+6	3.360741738E+6	101.551183984E+3	23.250489190E+6	75.000000000E+0	42.703368619E-12
