[Main]
Experiment = "RvsT_75.00Vg"
Header length = 73    
Date = "20191104 21:01:39"
Comments = "SD: 2V- to 1Vb; Volt1: 2Va to 2I+; Volt2: 2Vb to 2I-; Gate: 1I+ to 1Vb"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Gate Voltage]
Set initial gate voltage = TRUE
Initial gate voltage (V) = 7.500000E+1
Initial gate volt. ramp step (V) = 1.000000E-1
Initial voltage ramp delay (s) = 1.000000E-1
Delay after inital voltage set = 100.000000
Leak current threshold for initial set = 1.000000
Set final gate voltage = FALSE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Auto-range = FALSE
Manual range (V) = 5.000000
Check Compliance = TRUE
Measuement speed = 1.000000
Number of measurements = 1

[Dynamic Temperature]
Initial temperature (K) = 4.000000E+0
Final temperature (K) = 3.000000E+2
Ramp rate (K/min) = 1.000000E+1
Step control = "Step Control"
Temperature interval (K) = 1.000000
Stability Temperature (K) = 0.200000
Stability time (s) = FALSE
Go to other temperature at finish = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 100.000000E-3
Final Voltage (V) = 100.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Temperature (K)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Gate Voltage (V)	Gate Leak Current (A)
894.175102234E+0	23.943400000E+0	100.000001490E-3	1.865213487E-6	847.462413350E-12	53.613166627E+3	24.359218870E+0	28.573995872E-3	29.193022027E-3	29.502512050E-6	80.767779608E-6	15.319423790E+3	15.651303309E+3	15.817230709E+0	43.302163617E+0	75.000000000E+0	252.538101542E-12
938.225578308E+0	24.936300000E+0	100.000001490E-3	1.888160311E-6	836.915046243E-12	52.961605494E+3	23.474894720E+0	28.643945022E-3	29.286384701E-3	34.105158163E-6	87.104392607E-6	15.170292934E+3	15.510539298E+3	18.062639050E+0	46.131884093E+0	75.000000000E+0	226.591717611E-12
982.150933266E+0	25.941100000E+0	100.000001490E-3	1.909107930E-6	842.886522188E-12	52.380486143E+3	23.126406367E+0	28.611870115E-3	29.190668014E-3	40.549163995E-6	49.600755510E-6	14.987036437E+3	15.290213586E+3	21.239848911E+0	25.981116479E+0	75.000000000E+0	239.514269529E-12
1.026367756E+3	26.926200000E+0	100.000001490E-3	1.928036790E-6	1.181842535E-9	51.866230973E+3	31.792815467E+0	28.508267512E-3	29.082410359E-3	34.838197843E-6	47.845898823E-6	14.786163654E+3	15.083949905E+3	18.069259891E+0	24.815864025E+0	75.000000000E+0	234.184283077E-12
1.070321999E+3	27.940000000E+0	100.000001490E-3	1.949190390E-6	1.165993968E-9	51.303352414E+3	30.689356863E+0	28.523844399E-3	29.109586947E-3	47.374648631E-6	10.741437279E-6	14.633688196E+3	14.934193755E+3	24.304782580E+0	5.510717339E+0	75.000000000E+0	210.048423099E-12
1.114337258E+3	28.944000000E+0	100.000001490E-3	1.964037498E-6	585.283845760E-12	50.915525591E+3	15.172844030E+0	28.432367263E-3	28.999383179E-3	11.878788537E-6	10.260711745E-6	14.476489014E+3	14.765188143E+3	6.048147527E+0	5.224295236E+0	75.000000000E+0	251.029141918E-12
1.157909612E+3	29.901700000E+0	100.000001490E-3	1.980347518E-6	831.919344907E-12	50.496188468E+3	21.212820303E+0	28.458265506E-3	28.998782351E-3	10.319826592E-6	9.770659798E-6	14.370339171E+3	14.643279571E+3	5.211119008E+0	4.933810712E+0	75.000000000E+0	287.384421815E-12
1.201043091E+3	30.906300000E+0	100.000001490E-3	1.996070779E-6	493.889369601E-12	50.098424640E+3	12.395892784E+0	28.702105751E-3	29.005378049E-3	11.274748609E-6	9.856819254E-6	14.379302605E+3	14.531237247E+3	5.648471351E+0	4.938111092E+0	75.000000000E+0	243.838671476E-12
1.244201859E+3	31.912600000E+0	100.000001490E-3	2.010918843E-6	566.986374722E-12	49.728511849E+3	14.021146979E+0	28.653098528E-3	28.957231667E-3	11.628447071E-6	7.467776610E-6	14.248759284E+3	14.400000166E+3	5.782653593E+0	3.713614121E+0	75.000000000E+0	265.813038247E-12
1.287421049E+3	32.916700000E+0	100.000001490E-3	2.025905902E-6	627.674239268E-12	49.360634869E+3	15.293108587E+0	28.678726095E-3	28.947572013E-3	10.573106498E-6	13.027885889E-6	14.156001062E+3	14.288705112E+3	5.218952415E+0	6.430647089E+0	75.000000000E+0	239.162439852E-12
1.330778198E+3	33.916400000E+0	100.000001490E-3	2.043256110E-6	583.679694502E-12	48.941491483E+3	13.980702009E+0	28.676600700E-3	28.953875001E-3	13.687082677E-6	12.416326999E-6	14.034755880E+3	14.170458056E+3	6.698662303E+0	6.076735530E+0	75.000000000E+0	245.850201308E-12
1.373797284E+3	34.908100000E+0	100.000001490E-3	2.057819019E-6	622.520323582E-12	48.595139111E+3	14.700739689E+0	28.849288317E-3	28.968316013E-3	8.288495544E-6	15.696865231E-6	14.019351581E+3	14.077193255E+3	4.027805880E+0	7.627913381E+0	75.000000000E+0	232.676017342E-12
1.417986225E+3	35.945500000E+0	100.000001490E-3	2.070192384E-6	581.580623751E-12	48.304690078E+3	13.570271057E+0	28.943338055E-3	28.993024285E-3	12.309740323E-6	10.907395123E-6	13.980989537E+3	14.004990317E+3	5.946181824E+0	5.268783331E+0	75.000000000E+0	222.669105376E-12
1.462663572E+3	36.950700000E+0	100.000001490E-3	2.080914395E-6	355.381856839E-12	48.055797839E+3	8.207045282E+0	29.002514497E-3	28.911010163E-3	10.944171863E-6	20.661115112E-6	13.937389527E+3	13.893416390E+3	5.259309027E+0	9.928863561E+0	75.000000000E+0	204.667546799E-12
1.506069993E+3	37.912900000E+0	100.000001490E-3	2.081114753E-6	500.581844734E-12	48.051171289E+3	11.558009440E+0	28.887037662E-3	28.814009010E-3	9.480075062E-6	17.066393919E-6	13.880559740E+3	13.845468618E+3	4.555287038E+0	8.200602053E+0	75.000000000E+0	186.816687120E-12
1.549217974E+3	38.907700000E+0	100.000001490E-3	2.089348239E-6	1.190876035E-9	47.861816244E+3	27.280033504E+0	29.041317877E-3	28.753600192E-3	16.822917742E-6	15.196490641E-6	13.899701990E+3	13.761995082E+3	8.051753856E+0	7.273316318E+0	75.000000000E+0	212.612372152E-12
1.592500254E+3	39.910700000E+0	100.000001490E-3	2.096366709E-6	632.966512914E-12	47.701578660E+3	14.402776847E+0	28.970788793E-3	28.629469444E-3	20.108422964E-6	18.194776843E-6	13.819523399E+3	13.656708683E+3	9.592035054E+0	8.679195658E+0	75.000000000E+0	230.060942519E-12
1.636898647E+3	40.945900000E+0	100.000001490E-3	2.099728682E-6	690.835079474E-12	47.625201468E+3	15.669243426E+0	28.885628802E-3	28.567499307E-3	13.807165520E-6	26.833059814E-6	13.756838707E+3	13.605328897E+3	6.575690298E+0	12.779298606E+0	75.000000000E+0	217.238449451E-12
1.681539145E+3	41.956100000E+0	100.000001490E-3	2.108007671E-6	579.634728007E-12	47.438158247E+3	13.043977177E+0	28.817550031E-3	28.593215568E-3	13.192823104E-6	14.346133870E-6	13.670514783E+3	13.564094647E+3	6.258432208E+0	6.805541586E+0	75.000000000E+0	177.313316807E-12
1.725959318E+3	42.947200000E+0	100.000001490E-3	2.108594016E-6	1.570751399E-9	47.424966947E+3	35.328200995E+0	28.740502990E-3	28.391950428E-3	36.616420487E-6	20.239978811E-6	13.630173840E+3	13.464872905E+3	17.365325054E+0	9.598803118E+0	75.000000000E+0	175.201159136E-12
1.770335413E+3	43.950200000E+0	100.000001490E-3	2.110268021E-6	521.436885116E-12	47.387346300E+3	11.709181016E+0	28.707196312E-3	28.316945795E-3	30.934329713E-6	11.983645746E-6	13.603578327E+3	13.418648966E+3	14.658957728E+0	5.678731624E+0	75.000000000E+0	207.231856675E-12
1.814688217E+3	44.946200000E+0	100.000001490E-3	2.112018940E-6	598.239018351E-12	47.348060948E+3	13.411554682E+0	28.603228268E-3	28.311616204E-3	25.834166820E-6	15.436258323E-6	13.543073752E+3	13.405001096E+3	12.231976869E+0	7.308768890E+0	75.000000000E+0	192.398166843E-12
1.858862894E+3	45.945600000E+0	100.000001490E-3	2.112124503E-6	1.177664649E-9	47.345694503E+3	26.398704525E+0	28.595463616E-3	28.272412729E-3	61.392314106E-6	9.928585258E-6	13.538720643E+3	13.385769960E+3	29.066617051E+0	4.700757575E+0	75.000000000E+0	149.103854263E-12
1.903466848E+3	46.941000000E+0	100.000001490E-3	2.111350861E-6	862.128681458E-12	47.363042938E+3	19.339768918E+0	28.496149234E-3	28.201336540E-3	50.262719396E-6	9.869297298E-6	13.496643196E+3	13.357010935E+3	23.805953015E+0	4.674399447E+0	75.000000000E+0	180.631690161E-12
1.947474786E+3	47.930900000E+0	100.000001490E-3	2.109373961E-6	1.285778972E-9	47.407431468E+3	28.897426272E+0	28.269113314E-3	28.223395187E-3	54.320880354E-6	12.382338123E-6	13.401660321E+3	13.379986532E+3	25.752133743E+0	5.870148372E+0	75.000000000E+0	164.842695050E-12
1.991904389E+3	48.939900000E+0	100.000001490E-3	2.105103314E-6	1.195350235E-9	47.503607462E+3	26.974185997E+0	28.193560067E-3	28.097600280E-3	38.756989089E-6	24.153327869E-6	13.392957905E+3	13.347373544E+3	18.410967687E+0	11.473701889E+0	75.000000000E+0	146.790829492E-12
2.036111314E+3	49.928400000E+0	100.000001490E-3	2.098761723E-6	1.558627182E-9	47.647143751E+3	35.384737865E+0	27.895192665E-3	28.105072429E-3	44.710916420E-6	12.591662481E-6	13.291262351E+3	13.391264062E+3	21.303474301E+0	5.999567433E+0	75.000000000E+0	106.161579527E-12
2.080350527E+3	50.929300000E+0	100.000001490E-3	2.091991775E-6	1.388004864E-9	47.801335869E+3	31.715462484E+0	27.767005517E-3	27.981164377E-3	41.847215978E-6	13.439698449E-6	13.272999370E+3	13.375370165E+3	20.003527963E+0	6.424355299E+0	75.000000000E+0	112.698406163E-12
2.124684394E+3	51.943600000E+0	100.000001490E-3	2.081061648E-6	1.543053917E-9	48.052397486E+3	35.629622147E+0	27.607468359E-3	28.064703709E-3	30.754481721E-6	16.111021158E-6	13.266050234E+3	13.485762779E+3	14.778265581E+0	7.741731811E+0	75.000000000E+0	138.494021806E-12
2.168952269E+3	52.952800000E+0	100.000001490E-3	2.070450299E-6	1.274851768E-9	48.298672779E+3	29.739254512E+0	27.488453125E-3	28.010044849E-3	20.933956724E-6	12.719444875E-6	13.276557829E+3	13.528479705E+3	10.110823107E+0	6.143322968E+0	75.000000000E+0	123.157484211E-12
2.213101805E+3	53.941500000E+0	100.000001490E-3	2.059848978E-6	1.124769450E-9	48.547249111E+3	26.508964131E+0	27.395300495E-3	27.963085664E-3	25.877254007E-6	13.026918454E-6	13.299664578E+3	13.575308654E+3	12.562694779E+0	6.324210459E+0	75.000000000E+0	140.957995276E-12
2.257422410E+3	54.942000000E+0	100.000001490E-3	2.044697230E-6	1.081354854E-9	48.906997091E+3	25.864865437E+0	27.298005246E-3	27.751707570E-3	15.842868989E-6	15.211438378E-6	13.350634433E+3	13.572526612E+3	7.748271360E+0	7.439457614E+0	75.000000000E+0	117.224049911E-12
2.301736379E+3	55.934600000E+0	100.000001490E-3	2.028747621E-6	1.038981944E-9	49.291494154E+3	25.243638934E+0	27.060967207E-3	27.378579683E-3	53.866966184E-6	13.348644849E-6	13.338754870E+3	13.495310803E+3	26.551832092E+0	6.579746397E+0	75.000000000E+0	151.266013604E-12
