1000.27	279.656
998.462	281.041
996.656	323.894
994.85	303.072
993.043	333.452
991.236	372.119
989.428	401.09
987.62	430.05
985.812	468.675
984.003	431.262
982.194	458.816
980.385	444.909
978.575	497.315
976.765	444.733
974.955	469.501
973.144	456.983
971.333	432.046
969.521	422.3
967.709	427.736
965.897	411.097
964.084	412.395
962.271	415.072
960.458	388.794
958.645	410.772
956.831	399.666
955.016	388.563
953.201	407.773
951.386	421.466
949.571	414.497
947.755	392.386
945.939	414.333
944.122	404.617
942.305	363.258
940.488	382.446
938.671	378.244
936.853	331.414
935.034	327.223
933.216	255.678
931.397	263.874
929.577	222.6
927.757	237.667
925.937	200.535
924.117	193.629
922.296	196.337
920.475	205.907
918.653	172.927
916.831	207.197
915.009	190.693
913.186	200.257
911.363	189.246
909.54	180.982
907.716	197.396
905.892	215.174
904.068	176.764
902.243	200.019
900.417	186.282
898.592	179.398
896.766	213.592
894.94	205.336
893.113	173.816
891.286	184.729
889.459	197.005
887.631	183.288
885.803	188.722
883.974	225.601
882.146	198.216
880.316	189.976
878.487	185.839
876.657	204.929
874.827	208.986
872.996	187.094
871.165	191.153
869.334	192.48
867.502	191.077
865.67	199.226
863.838	178.722
862.005	204.603
860.172	195.016
858.338	214.066
856.504	194.939
854.67	194.9
852.835	189.411
851	194.823
849.165	223.389
847.329	201.554
845.493	194.706
843.656	191.945
841.82	190.546
839.982	193.23
838.145	214.959
836.307	205.395
834.469	214.874
832.63	193.076
830.791	207.991
828.952	207.95
827.112	214.703
825.272	211.943
823.431	226.842
821.59	224.081
819.749	207.743
817.908	191.411
816.066	221.233
814.223	203.548
812.381	199.437
810.538	199.397
808.694	212.919
806.85	206.098
805.006	196.567
803.162	201.949
801.317	208.685
799.472	204.578
797.626	220.792
795.78	227.52
793.934	227.474
792.087	197.647
790.24	221.97
788.392	223.279
786.544	220.528
784.696	223.19
782.848	219.088
780.999	198.763
779.149	212.241
777.3	212.199
775.45	190.536
773.599	224.274
771.749	205.318
769.897	210.679
768.046	210.637
766.194	224.095
764.342	233.498
762.489	233.452
760.636	232.056
758.783	227.963
756.929	221.174
755.075	219.782
753.22	230.522
751.365	215.65
749.51	233.125
747.655	219.606
745.799	230.338
743.942	249.147
742.086	227.553
740.229	242.316
738.371	244.96
736.513	220.689
734.655	240.826
732.797	204.459
730.938	224.591
729.078	232.614
727.219	228.534
725.359	221.768
723.498	209.63
721.637	223.023
719.776	212.233
717.915	226.963
716.053	232.288
714.19	248.351
712.328	234.88
710.465	238.858
708.601	218.686
706.738	230.715
704.873	232.01
703.009	231.963
701.144	239.96
699.279	234.551
697.413	265.324
695.547	250.534
693.681	235.749
691.814	226.328
689.947	232.977
688.079	240.963
686.211	252.96
684.343	232.837
682.475	258.21
680.606	251.47
678.736	247.408
676.866	256.718
674.996	245.972
673.126	276.663
671.255	255.227
669.384	272.544
667.512	267.147
665.64	301.815
663.768	260.364
661.895	270.991
660.022	250.917
658.148	258.873
656.274	262.823
654.4	274.775
652.525	272.053
650.65	265.332
648.775	265.278
