[Main]
Experiment = "RvsB_300.0K"
Header length = 74    
Date = "20201125 03:53:17"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 3.000000E+2
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Dynamic magnetic field]
Initial field (T) = -9.000000E+0
Final field (T) = 9.000000E+0
Measurement interval (T) = 2.000000E-1
Ramp rate (G/s) = 1.000000E+2
Delay after field step (s) = 1.000000E+0
Measurement Pattern = "Linear"
Go to other field at finish = TRUE
Finish field (T) = 0.000000
Finish ramp rate (G/s) = 100.000000
Delay before setting finish field (s) = 0.000000
Stabilize finish field = TRUE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Measure Voltage Configuration3]
Voltage meter = "Keithley 6430"
Auto-range = "Manual"
GPIB = "GPIB0::9::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Dynamic Current]
Operating mode = "Linear"
Current source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial current (A) = 1.000000E-9
Final current (A) = 1.000000E-9
Current step (A) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 3.000000E+1
Pre-measuement delay (s) = 6.000000E+1
Output limit (V) = 10.000000
Auto-range = 1
Manual range (A) = 0.000001
Check output compliance = "Abort"
Inital delay (s) = 0.000000
Time (s)	Magnetic Field (T)	Current (A)	Voltage 1 (V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 1 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 1 (Ohms)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 1 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Temperature (K)
3.354994043E+3	-6.999967969E+0	1.000000000E-9	123.967381484E-3	39.452162820E-3	1.860553667E+0	357.558777395E-3	293.304448880E-3	2.219390385E-3	123.967381484E+6	39.452162820E+6	1.860553667E+9	357.558777395E+6	293.304448880E+6	2.219390385E+6	299.998100000E+0
3.593405897E+3	-6.799973438E+0	1.000000000E-9	115.217683807E-3	35.081801908E-3	1.686626900E+0	350.583890849E-3	290.104605806E-3	4.855487235E-3	115.217683807E+6	35.081801908E+6	1.686626900E+9	350.583890849E+6	290.104605806E+6	4.855487235E+6	300.009500000E+0
3.831677771E+3	-6.599973438E+0	1.000000000E-9	122.790815662E-3	37.326753425E-3	1.722719317E+0	351.029072159E-3	290.060418735E-3	5.847527230E-3	122.790815662E+6	37.326753425E+6	1.722719317E+9	351.029072159E+6	290.060418735E+6	5.847527230E+6	300.010800000E+0
4.070069852E+3	-6.399971875E+0	1.000000000E-9	133.777616037E-3	37.908136560E-3	1.780514350E+0	349.910217075E-3	288.782068408E-3	6.117111938E-3	133.777616037E+6	37.908136560E+6	1.780514350E+9	349.910217075E+6	288.782068408E+6	6.117111938E+6	300.009000000E+0
4.308329556E+3	-6.199983984E+0	1.000000000E-9	140.535739085E-3	39.545955875E-3	1.827680917E+0	349.348390843E-3	288.585834846E-3	4.728369053E-3	140.535739085E+6	39.545955875E+6	1.827680917E+9	349.348390843E+6	288.585834846E+6	4.728369053E+6	299.999800000E+0
4.543599688E+3	-5.999976953E+0	1.000000000E-9	131.671795312E-3	34.179319510E-3	1.751450117E+0	344.747367507E-3	287.229513940E-3	1.696505351E-3	131.671795312E+6	34.179319510E+6	1.751450117E+9	344.747367507E+6	287.229513940E+6	1.696505351E+6	299.985300000E+0
4.778904737E+3	-5.799972266E+0	1.000000000E-9	111.780524000E-3	29.042400228E-3	1.536340150E+0	337.939901646E-3	283.502616914E-3	3.543035225E-3	111.780524000E+6	29.042400228E+6	1.536340150E+9	337.939901646E+6	283.502616914E+6	3.543035225E+6	299.990400000E+0
5.014121875E+3	-5.599977344E+0	1.000000000E-9	108.839043228E-3	28.157984193E-3	1.466755117E+0	333.390248285E-3	278.835609070E-3	4.261795025E-3	108.839043228E+6	28.157984193E+6	1.466755117E+9	333.390248285E+6	278.835609070E+6	4.261795025E+6	300.008900000E+0
5.249356209E+3	-5.399982813E+0	1.000000000E-9	118.742655693E-3	31.615541573E-3	1.523714883E+0	334.679750853E-3	281.128848188E-3	6.137377661E-3	118.742655693E+6	31.615541573E+6	1.523714883E+9	334.679750853E+6	281.128848188E+6	6.137377661E+6	300.003800000E+0
5.484690831E+3	-5.199975781E+0	1.000000000E-9	123.590594040E-3	32.421042978E-3	1.525508167E+0	335.644160200E-3	280.564392773E-3	6.038746465E-3	123.590594040E+6	32.421042978E+6	1.525508167E+9	335.644160200E+6	280.564392773E+6	6.038746465E+6	300.004600000E+0
5.716948807E+3	-4.999990625E+0	1.000000000E-9	126.132955724E-3	31.049768147E-3	1.519218767E+0	336.476457877E-3	280.719469045E-3	3.908525829E-3	126.132955724E+6	31.049768147E+6	1.519218767E+9	336.476457877E+6	280.719469045E+6	3.908525829E+6	300.002500000E+0
5.949291233E+3	-4.799984375E+0	1.000000000E-9	117.765503492E-3	28.692532980E-3	1.457522033E+0	334.320322275E-3	279.888589645E-3	2.030373498E-3	117.765503492E+6	28.692532980E+6	1.457522033E+9	334.320322275E+6	279.888589645E+6	2.030373498E+6	299.986700000E+0
6.181542162E+3	-4.599996094E+0	1.000000000E-9	105.422471230E-3	24.906570645E-3	1.317870833E+0	327.964229545E-3	276.510193940E-3	2.791112739E-3	105.422471230E+6	24.906570645E+6	1.317870833E+9	327.964229545E+6	276.510193940E+6	2.791112739E+6	299.996200000E+0
6.410784123E+3	-4.399985938E+0	1.000000000E-9	102.850895677E-3	26.561293078E-3	1.262484550E+0	326.450703824E-3	274.490306518E-3	5.360651421E-3	102.850895677E+6	26.561293078E+6	1.262484550E+9	326.450703824E+6	274.490306518E+6	5.360651421E+6	300.005200000E+0
6.639940931E+3	-4.199994922E+0	1.000000000E-9	110.296302365E-3	27.979438173E-3	1.312891317E+0	327.342884617E-3	274.538783106E-3	7.241695630E-3	110.296302365E+6	27.979438173E+6	1.312891317E+9	327.342884617E+6	274.538783106E+6	7.241695630E+6	300.003100000E+0
6.869191478E+3	-3.999976953E+0	1.000000000E-9	117.586287734E-3	27.083821630E-3	1.355898667E+0	328.301093408E-3	275.421255249E-3	6.841836915E-3	117.586287734E+6	27.083821630E+6	1.355898667E+9	328.301093408E+6	275.421255249E+6	6.841836915E+6	300.005200000E+0
7.098426324E+3	-3.800019141E+0	1.000000000E-9	125.892638895E-3	29.156419237E-3	1.396691083E+0	329.859569593E-3	277.187230519E-3	6.015784905E-3	125.892638895E+6	29.156419237E+6	1.396691083E+9	329.859569593E+6	277.187230519E+6	6.015784905E+6	300.003400000E+0
7.324747777E+3	-3.600010547E+0	1.000000000E-9	127.484729723E-3	29.654000937E-3	1.406546700E+0	332.764944795E-3	276.949654354E-3	5.707207384E-3	127.484729723E+6	29.654000937E+6	1.406546700E+9	332.764944795E+6	276.949654354E+6	5.707207384E+6	299.987700000E+0
7.550982951E+3	-3.399986328E+0	1.000000000E-9	113.341139071E-3	28.290689508E-3	1.293172200E+0	328.754128728E-3	275.008837546E-3	5.011570180E-3	113.341139071E+6	28.290689508E+6	1.293172200E+9	328.754128728E+6	275.008837546E+6	5.011570180E+6	299.991900000E+0
7.777238222E+3	-3.199993555E+0	1.000000000E-9	107.368449701E-3	27.018064347E-3	1.215965533E+0	322.934528369E-3	272.451091178E-3	5.450451382E-3	107.368449701E+6	27.018064347E+6	1.215965533E+9	322.934528369E+6	272.451091178E+6	5.450451382E+6	300.002500000E+0
8.000383033E+3	-2.999997266E+0	1.000000000E-9	114.204642479E-3	29.748287765E-3	1.239343567E+0	326.797076273E-3	271.737332738E-3	7.713301455E-3	114.204642479E+6	29.748287765E+6	1.239343567E+9	326.797076273E+6	271.737332738E+6	7.713301455E+6	299.994100000E+0
8.223726211E+3	-2.799983594E+0	1.000000000E-9	123.341084746E-3	29.534592157E-3	1.281429017E+0	326.296044211E-3	273.767948680E-3	6.626730848E-3	123.341084746E+6	29.534592157E+6	1.281429017E+9	326.296044211E+6	273.767948680E+6	6.626730848E+6	300.017000000E+0
8.446966993E+3	-2.599985156E+0	1.000000000E-9	129.834455580E-3	33.774862617E-3	1.314824283E+0	329.887055072E-3	275.211617239E-3	7.305816338E-3	129.834455580E+6	33.774862617E+6	1.314824283E+9	329.887055072E+6	275.211617239E+6	7.305816338E+6	300.001800000E+0
8.667227999E+3	-2.399985937E+0	1.000000000E-9	133.496215657E-3	34.513020005E-3	1.339606367E+0	332.114408626E-3	277.470455740E-3	5.743730522E-3	133.496215657E+6	34.513020005E+6	1.339606367E+9	332.114408626E+6	277.470455740E+6	5.743730522E+6	299.999100000E+0
8.887538881E+3	-2.199985156E+0	1.000000000E-9	137.279724533E-3	31.561311857E-3	1.341040567E+0	333.171554505E-3	275.713256662E-3	6.267687722E-3	137.279724533E+6	31.561311857E+6	1.341040567E+9	333.171554505E+6	275.713256662E+6	6.267687722E+6	299.982200000E+0
9.107792890E+3	-1.999976953E+0	1.000000000E-9	125.270175832E-3	30.682209635E-3	1.263631233E+0	328.226295936E-3	273.754655206E-3	5.553061338E-3	125.270175832E+6	30.682209635E+6	1.263631233E+9	328.226295936E+6	273.754655206E+6	5.553061338E+6	299.992600000E+0
9.324967563E+3	-1.799985156E+0	1.000000000E-9	117.854276114E-3	29.264485237E-3	1.185694400E+0	325.516320125E-3	271.925574888E-3	4.423126711E-3	117.854276114E+6	29.264485237E+6	1.185694400E+9	325.516320125E+6	271.925574888E+6	4.423126711E+6	299.996600000E+0
9.542291590E+3	-1.599994531E+0	1.000000000E-9	120.365208094E-3	32.721807200E-3	1.184259233E+0	327.386285390E-3	272.575552017E-3	6.491468486E-3	120.365208094E+6	32.721807200E+6	1.184259233E+9	327.386285390E+6	272.575552017E+6	6.491468486E+6	300.004700000E+0
9.756482905E+3	-1.400016895E+0	1.000000000E-9	127.157753040E-3	35.424386462E-3	1.215510267E+0	327.540311411E-3	272.765964658E-3	6.335576273E-3	127.157753040E+6	35.424386462E+6	1.215510267E+9	327.540311411E+6	272.765964658E+6	6.335576273E+6	299.999600000E+0
9.970770197E+3	-1.200018555E+0	1.000000000E-9	136.223042903E-3	36.242318618E-3	1.245301767E+0	331.226754733E-3	275.841365134E-3	5.500803153E-3	136.223042903E+6	36.242318618E+6	1.245301767E+9	331.226754733E+6	275.841365134E+6	5.500803153E+6	300.008900000E+0
10.182054425E+3	-1.000016797E+0	1.000000000E-9	139.878820088E-3	36.550157470E-3	1.264234817E+0	331.793782943E-3	274.774170673E-3	5.748906820E-3	139.878820088E+6	36.550157470E+6	1.264234817E+9	331.793782943E+6	274.774170673E+6	5.748906820E+6	300.006300000E+0
10.393303166E+3	-800.007617188E-3	1.000000000E-9	144.118908807E-3	35.986604352E-3	1.277646100E+0	331.060994173E-3	276.264152409E-3	5.928815844E-3	144.118908807E+6	35.986604352E+6	1.277646100E+9	331.060994173E+6	276.264152409E+6	5.928815844E+6	299.994500000E+0
10.601517648E+3	-600.024462891E-3	1.000000000E-9	144.720432649E-3	35.968648380E-3	1.265263333E+0	334.033545533E-3	275.271106955E-3	4.329696094E-3	144.720432649E+6	35.968648380E+6	1.265263333E+9	334.033545533E+6	275.271106955E+6	4.329696094E+6	299.990400000E+0
10.806867281E+3	-400.022851563E-3	1.000000000E-9	137.520732237E-3	36.726391175E-3	1.207569267E+0	330.595791762E-3	274.048359960E-3	4.248355755E-3	137.520732237E+6	36.726391175E+6	1.207569267E+9	330.595791762E+6	274.048359960E+6	4.248355755E+6	299.995800000E+0
11.012016406E+3	-200.012512207E-3	1.000000000E-9	132.236412993E-3	34.759914745E-3	1.170856283E+0	329.400646536E-3	273.651678118E-3	4.198312724E-3	132.236412993E+6	34.759914745E+6	1.170856283E+9	329.400646536E+6	273.651678118E+6	4.198312724E+6	300.004000000E+0
11.214229960E+3	-20.678301156E-6	1.000000000E-9	134.840701573E-3	37.036941627E-3	1.187154650E+0	330.391911265E-3	274.291947482E-3	5.539134922E-3	134.840701573E+6	37.036941627E+6	1.187154650E+9	330.391911265E+6	274.291947482E+6	5.539134922E+6	300.009000000E+0
11.410312113E+3	199.975512695E-3	1.000000000E-9	142.705316383E-3	38.747640333E-3	1.232349133E+0	334.760737121E-3	276.336881450E-3	5.968391063E-3	142.705316383E+6	38.747640333E+6	1.232349133E+9	334.760737121E+6	276.336881450E+6	5.968391063E+6	300.005000000E+0
11.615701906E+3	399.983666992E-3	1.000000000E-9	154.198468828E-3	42.834431907E-3	1.288234317E+0	336.817044606E-3	277.567485040E-3	5.860401628E-3	154.198468828E+6	42.834431907E+6	1.288234317E+9	336.817044606E+6	277.567485040E+6	5.860401628E+6	300.003700000E+0
11.820931616E+3	599.975488281E-3	1.000000000E-9	157.554398582E-3	45.833561128E-3	1.340328600E+0	341.400605165E-3	280.370014267E-3	6.174078236E-3	157.554398582E+6	45.833561128E+6	1.340328600E+9	341.400605165E+6	280.370014267E+6	6.174078236E+6	300.001600000E+0
12.032110281E+3	799.980371094E-3	1.000000000E-9	166.840530467E-3	45.432741210E-3	1.395875817E+0	344.808926437E-3	284.428497249E-3	6.285095589E-3	166.840530467E+6	45.432741210E+6	1.395875817E+9	344.808926437E+6	284.428497249E+6	6.285095589E+6	300.000000000E+0
12.240394753E+3	999.984179687E-3	1.000000000E-9	169.893969650E-3	48.543097178E-3	1.446165750E+0	347.986324805E-3	284.982369019E-3	5.645029619E-3	169.893969650E+6	48.543097178E+6	1.446165750E+9	347.986324805E+6	284.982369019E+6	5.645029619E+6	299.990600000E+0
12.451589598E+3	1.199985840E+0	1.000000000E-9	163.819876213E-3	48.159669158E-3	1.431217450E+0	348.664718769E-3	287.729554295E-3	5.098574338E-3	163.819876213E+6	48.159669158E+6	1.431217450E+9	348.664718769E+6	287.729554295E+6	5.098574338E+6	299.994300000E+0
12.662805632E+3	1.399983105E+0	1.000000000E-9	157.712753801E-3	46.217792375E-3	1.420947117E+0	347.800458085E-3	287.874149252E-3	5.091747007E-3	157.712753801E+6	46.217792375E+6	1.420947117E+9	347.800458085E+6	287.874149252E+6	5.091747007E+6	299.999600000E+0
12.877089408E+3	1.599981445E+0	1.000000000E-9	158.776768144E-3	48.951216237E-3	1.450903233E+0	350.280633098E-3	288.605660523E-3	6.861534602E-3	158.776768144E+6	48.951216237E+6	1.450903233E+9	350.280633098E+6	288.605660523E+6	6.861534602E+6	300.001900000E+0
13.091250571E+3	1.799978711E+0	1.000000000E-9	166.405940447E-3	51.173555902E-3	1.520539400E+0	353.577005722E-3	292.713136364E-3	8.212707539E-3	166.405940447E+6	51.173555902E+6	1.520539400E+9	353.577005722E+6	292.713136364E+6	8.212707539E+6	300.003900000E+0
13.308566072E+3	1.999994531E+0	1.000000000E-9	179.773075112E-3	55.382711523E-3	1.614390783E+0	356.767827782E-3	295.886564879E-3	9.067762499E-3	179.773075112E+6	55.382711523E+6	1.614390783E+9	356.767827782E+6	295.886564879E+6	9.067762499E+6	300.003400000E+0
13.525861985E+3	2.199979687E+0	1.000000000E-9	190.155555837E-3	58.702695853E-3	1.703804817E+0	362.974353821E-3	298.489764179E-3	7.756200680E-3	190.155555837E+6	58.702695853E+6	1.703804817E+9	362.974353821E+6	298.489764179E+6	7.756200680E+6	300.000000000E+0
13.746153945E+3	2.399984766E+0	1.000000000E-9	195.164915430E-3	61.259194740E-3	1.778736333E+0	365.596917904E-3	300.577881721E-3	7.814616755E-3	195.164915430E+6	61.259194740E+6	1.778736333E+9	365.596917904E+6	300.577881721E+6	7.814616755E+6	299.997800000E+0
13.966349466E+3	2.599979687E+0	1.000000000E-9	204.723381286E-3	66.366516490E-3	1.850767433E+0	368.394880691E-3	302.356932228E-3	7.614321953E-3	204.723381286E+6	66.366516490E+6	1.850767433E+9	368.394880691E+6	302.356932228E+6	7.614321953E+6	299.998300000E+0
14.186616211E+3	2.799989062E+0	1.000000000E-9	200.715262760E-3	69.702531553E-3	1.854108400E+0	370.789402911E-3	300.956958428E-3	5.196250704E-3	200.715262760E+6	69.702531553E+6	1.854108400E+9	370.789402911E+6	300.956958428E+6	5.196250704E+6	299.996000000E+0
14.409892949E+3	3.000004883E+0	1.000000000E-9	187.519875308E-3	62.274834032E-3	1.809117400E+0	371.193283662E-3	302.304879247E-3	6.258141739E-3	187.519875308E+6	62.274834032E+6	1.809117400E+9	371.193283662E+6	302.304879247E+6	6.258141739E+6	300.002800000E+0
14.633114480E+3	3.200008594E+0	1.000000000E-9	185.175804562E-3	65.694705875E-3	1.821543700E+0	369.917684903E-3	304.160117792E-3	9.024876476E-3	185.175804562E+6	65.694705875E+6	1.821543700E+9	369.917684903E+6	304.160117792E+6	9.024876476E+6	300.003800000E+0
14.856399053E+3	3.400022266E+0	1.000000000E-9	196.193841892E-3	66.994417117E-3	1.916019517E+0	374.579674384E-3	304.532043839E-3	10.155285694E-3	196.193841892E+6	66.994417117E+6	1.916019517E+9	374.579674384E+6	304.532043839E+6	10.155285694E+6	300.002200000E+0
15.082769340E+3	3.600026172E+0	1.000000000E-9	NaN	74.294378438E-3	2.033584400E+0	NaN	307.661050485E-3	9.749555107E-3	NaN	74.294378438E+6	2.033584400E+9	NaN	307.661050485E+6	9.749555107E+6	300.000800000E+0
15.309075778E+3	3.800005859E+0	1.000000000E-9	NaN	77.021633533E-3	2.136196300E+0	NaN	309.733932091E-3	9.889862867E-3	NaN	77.021633533E+6	2.136196300E+9	NaN	309.733932091E+6	9.889862867E+6	300.008800000E+0
15.535368529E+3	4.000022656E+0	1.000000000E-9	NaN	81.940853668E-3	2.235743867E+0	NaN	311.953922276E-3	7.730869682E-3	NaN	81.940853668E+6	2.235743867E+9	NaN	311.953922276E+6	7.730869682E+6	299.994400000E+0
15.764531888E+3	4.200027344E+0	1.000000000E-9	NaN	86.353757313E-3	2.324753433E+0	NaN	314.588819967E-3	9.851541860E-3	NaN	86.353757313E+6	2.324753433E+9	NaN	314.588819967E+6	9.851541860E+6	300.002300000E+0
15.993769356E+3	4.400026953E+0	1.000000000E-9	NaN	86.359151888E-3	2.359787300E+0	NaN	314.285058804E-3	7.193256149E-3	NaN	86.359151888E+6	2.359787300E+9	NaN	314.285058804E+6	7.193256149E+6	299.988400000E+0
16.223020401E+3	4.600017969E+0	1.000000000E-9	NaN	84.907490228E-3	2.309813000E+0	NaN	312.731203306E-3	8.055390390E-3	NaN	84.907490228E+6	2.309813000E+9	NaN	312.731203306E+6	8.055390390E+6	299.997900000E+0
16.455328606E+3	4.800016016E+0	1.000000000E-9	NaN	85.199504865E-3	2.297932933E+0	NaN	316.391230506E-3	8.592249612E-3	NaN	85.199504865E+6	2.297932933E+9	NaN	316.391230506E+6	8.592249612E+6	300.005700000E+0
16.687507409E+3	5.000019922E+0	1.000000000E-9	NaN	90.785982265E-3	2.376279967E+0	NaN	316.744868925E-3	11.527411269E-3	NaN	90.785982265E+6	2.376279967E+9	NaN	316.744868925E+6	11.527411269E+6	300.004900000E+0
16.919774109E+3	5.200031641E+0	1.000000000E-9	NaN	95.822186183E-3	2.497712033E+0	NaN	316.954043767E-3	11.705514591E-3	NaN	95.822186183E+6	2.497712033E+9	NaN	316.954043767E+6	11.705514591E+6	300.003500000E+0
17.152010434E+3	5.400032031E+0	1.000000000E-9	NaN	100.912852123E-3	2.621901617E+0	NaN	320.002592322E-3	10.342954673E-3	NaN	100.912852123E+6	2.621901617E+9	NaN	320.002592322E+6	10.342954673E+6	300.003600000E+0
17.387293117E+3	5.600029297E+0	1.000000000E-9	NaN	105.524742537E-3	2.734774950E+0	NaN	321.021811825E-3	11.544458938E-3	NaN	105.524742537E+6	2.734774950E+9	NaN	321.021811825E+6	11.544458938E+6	300.001200000E+0
17.622393015E+3	5.800036328E+0	1.000000000E-9	NaN	112.656258372E-3	2.839510533E+0	NaN	322.848596647E-3	10.590466605E-3	NaN	112.656258372E+6	2.839510533E+9	NaN	322.848596647E+6	10.590466605E+6	300.000400000E+0
17.857610381E+3	6.000045313E+0	1.000000000E-9	NaN	114.113535947E-3	2.892628617E+0	NaN	321.221412840E-3	8.467973161E-3	NaN	114.113535947E+6	2.892628617E+9	NaN	321.221412840E+6	8.467973161E+6	299.984800000E+0
18.092756162E+3	6.200041797E+0	1.000000000E-9	NaN	111.313820098E-3	2.820794283E+0	NaN	322.774659324E-3	9.120418490E-3	NaN	111.313820098E+6	2.820794283E+9	NaN	322.774659324E+6	9.120418490E+6	299.988900000E+0
18.331091721E+3	6.400048828E+0	1.000000000E-9	NaN	107.483375738E-3	2.777380083E+0	NaN	323.154865555E-3	11.459178469E-3	NaN	107.483375738E+6	2.777380083E+9	NaN	323.154865555E+6	11.459178469E+6	300.001000000E+0
18.569346616E+3	6.600043750E+0	1.000000000E-9	NaN	117.813110112E-3	2.869441650E+0	NaN	322.549146269E-3	12.931861243E-3	NaN	117.813110112E+6	2.869441650E+9	NaN	322.549146269E+6	12.931861243E+6	300.005200000E+0
18.807541970E+3	6.800024219E+0	1.000000000E-9	NaN	121.004526928E-3	3.017188050E+0	NaN	325.220393267E-3	14.160263350E-3	NaN	121.004526928E+6	3.017188050E+9	NaN	325.220393267E+6	14.160263350E+6	300.002200000E+0
19.045700028E+3	7.000027344E+0	1.000000000E-9	NaN	127.280113365E-3	3.162561283E+0	NaN	325.783898091E-3	12.646396478E-3	NaN	127.280113365E+6	3.162561283E+9	NaN	325.783898091E+6	12.646396478E+6	300.005300000E+0
19.286805266E+3	7.200014063E+0	1.000000000E-9	NaN	136.367214492E-3	3.288817383E+0	NaN	323.910280509E-3	13.535058812E-3	NaN	136.367214492E+6	3.288817383E+9	NaN	323.910280509E+6	13.535058812E+6	299.999500000E+0
19.527867304E+3	7.400033594E+0	1.000000000E-9	NaN	142.343483390E-3	3.410284267E+0	NaN	327.937570386E-3	14.346997618E-3	NaN	142.343483390E+6	3.410284267E+9	NaN	327.937570386E+6	14.346997618E+6	300.006500000E+0
