[Main]
Experiment = "IvsV"
Header length = 46    
Date = "20201124 16:15:12"
Comments = "SD: 1Va to 2V-; Volt1: 1I+ to 2I-; Volt2 1I- to 2I+"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = -10.000000E+0
Final Voltage (V) = 10.000000E+0
Voltage step (V) = 100.000000E-3
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 10.000000E-6
Auto-range = 1
Manual range (V) = 10.000000E+0
Measurement Type = "Static"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)
664.948768616E+0	500.000000000E-3	674.415030000E-12	45.437750022E-12	741.383239932E+6	49.949637579E+6	-1.687495274E+0	-951.250065133E-3	263.983001908E-3	198.939989238E-3	-2.502161427E+9	-1.410481711E+9	391.425146484E+6	294.981547547E+6
671.273007870E+0	600.000023842E-3	661.856533333E-12	34.211176536E-12	906.540909735E+6	46.858842571E+6	-1.689122409E+0	-951.848334700E-3	263.798747831E-3	202.381550428E-3	-2.552097507E+9	-1.438149035E+9	398.573912238E+6	305.778579247E+6
677.603842258E+0	699.999988079E-3	732.582626667E-12	42.516987493E-12	955.523599111E+6	55.455839974E+6	-1.706822570E+0	-941.504945433E-3	266.363031355E-3	197.385449535E-3	-2.329870390E+9	-1.285186013E+9	363.594523893E+6	269.437797662E+6
683.928324699E+0	800.000011921E-3	763.235113333E-12	44.705313847E-12	1.048169821E+9	61.394922721E+6	-1.724699412E+0	-926.121242200E-3	265.242432314E-3	199.938607036E-3	-2.259722309E+9	-1.213415402E+9	347.523885734E+6	261.962013465E+6
690.259221554E+0	899.999976158E-3	856.551930000E-12	48.576125476E-12	1.050724357E+9	59.587885374E+6	-1.740977288E+0	-913.897211433E-3	266.157248877E-3	199.370568150E-3	-2.032541434E+9	-1.066948984E+9	310.731012978E+6	232.759464041E+6
696.588932514E+0	1.000000000E+0	858.903623333E-12	49.547275773E-12	1.164274981E+9	67.163127511E+6	-1.766375078E+0	-901.032097267E-3	266.918508879E-3	199.066254148E-3	-2.056546311E+9	-1.049049128E+9	310.766541936E+6	231.767859327E+6
702.924360752E+0	1.100000024E+0	818.163950000E-12	53.030187718E-12	1.344473835E+9	87.143536296E+6	-1.788487408E+0	-887.917280533E-3	266.630289616E-3	198.480330922E-3	-2.185976794E+9	-1.085255933E+9	325.888582131E+6	242.592369074E+6
709.257583141E+0	1.200000048E+0	835.389473333E-12	37.174943945E-12	1.436455792E+9	63.922475992E+6	-1.806643874E+0	-874.017634667E-3	264.527384415E-3	200.460750732E-3	-2.162636628E+9	-1.046239703E+9	316.651565359E+6	239.960829207E+6
715.576560020E+0	1.299999952E+0	893.337510000E-12	54.260951502E-12	1.455217024E+9	88.389281157E+6	-1.832159464E+0	-866.528419867E-3	267.771310816E-3	200.248559451E-3	-2.050915184E+9	-969.989964786E+6	299.742603236E+6	224.157787185E+6
721.896723747E+0	1.399999976E+0	940.566666667E-12	49.781671804E-12	1.488464376E+9	78.780428503E+6	-1.853816591E+0	-852.363499033E-3	266.017616837E-3	200.580038327E-3	-1.970957144E+9	-906.223374951E+6	282.826966195E+6	213.254461842E+6
728.225760937E+0	1.500000000E+0	961.608240000E-12	41.095334409E-12	1.559886800E+9	66.663394723E+6	-1.677935436E+0	-1.031846398E+0	277.917837393E-3	185.746050787E-3	-1.744926225E+9	-1.073042383E+9	289.013577289E+6	193.161875139E+6
734.554682255E+0	1.600000024E+0	987.284526667E-12	59.201307758E-12	1.620606806E+9	97.177702793E+6	-2.029090310E+0	-743.690672800E-3	258.789682713E-3	205.760031345E-3	-2.055223449E+9	-753.268842682E+6	262.122696875E+6	208.410063956E+6
740.880872726E+0	1.700000048E+0	974.625066667E-12	46.862300935E-12	1.744260543E+9	83.868212768E+6	-1.980983665E+0	-780.453436133E-3	265.220896446E-3	201.960003639E-3	-2.032559732E+9	-800.772997562E+6	272.126077522E+6	207.218150391E+6
747.206902504E+0	1.799999952E+0	1.031737430E-9	46.976800863E-12	1.744629884E+9	79.436035016E+6	-1.971634442E+0	-787.318206700E-3	263.754442947E-3	200.931375897E-3	-1.910984699E+9	-763.099393128E+6	255.641052924E+6	194.750495673E+6
753.528527737E+0	1.899999976E+0	1.029249107E-9	48.268171655E-12	1.846005951E+9	86.571201811E+6	-1.976299869E+0	-779.208064367E-3	267.942303307E-3	198.737398096E-3	-1.920137561E+9	-757.064601096E+6	260.327943519E+6	193.089696954E+6
759.859399319E+0	2.000000000E+0	1.052642047E-9	55.993804642E-12	1.899981106E+9	101.066807285E+6	-1.993344242E+0	-768.568316433E-3	266.755792405E-3	201.103447565E-3	-1.893658199E+9	-730.132639929E+6	253.415482737E+6	191.046375358E+6
766.191301346E+0	2.099999905E+0	1.063002520E-9	63.318842372E-12	1.975536149E+9	117.674849926E+6	-2.013349872E+0	-755.627144633E-3	268.530232300E-3	199.080238035E-3	-1.894021730E+9	-710.842289098E+6	252.614859559E+6	187.281059347E+6
772.516510963E+0	2.200000048E+0	1.123435457E-9	53.028542618E-12	1.958278987E+9	92.434932587E+6	-2.036529454E+0	-744.178327533E-3	268.058041416E-3	200.612682246E-3	-1.812769432E+9	-662.413067985E+6	238.605644700E+6	178.570723450E+6
778.843162537E+0	2.299999952E+0	1.110025033E-9	49.638306759E-12	2.072025300E+9	92.657214340E+6	-2.057253728E+0	-730.612609633E-3	267.019830303E-3	199.645047973E-3	-1.853339940E+9	-658.194714257E+6	240.552980595E+6	179.856347360E+6
785.176889420E+0	2.400000095E+0	1.133486967E-9	52.082123530E-12	2.117360116E+9	97.289703691E+6	-2.076589034E+0	-711.558443100E-3	267.199500250E-3	198.887422476E-3	-1.832036093E+9	-627.760586602E+6	235.732309332E+6	175.465116340E+6
791.503266335E+0	2.500000000E+0	1.177121133E-9	37.837870021E-12	2.123825602E+9	68.269131198E+6	-2.100432600E+0	-700.558043500E-3	268.737722496E-3	200.198764563E-3	-1.784381012E+9	-595.145243477E+6	228.300822138E+6	170.074904692E+6
797.831511021E+0	2.599999905E+0	1.206239200E-9	51.727215139E-12	2.155459634E+9	92.432681855E+6	-2.117485246E+0	-689.395155233E-3	264.617773568E-3	200.545134252E-3	-1.755443901E+9	-571.524416744E+6	219.374211656E+6	166.256522132E+6
804.159502983E+0	2.700000048E+0	1.242597800E-9	45.329578651E-12	2.172867236E+9	79.265516399E+6	-1.944143620E+0	-865.629653400E-3	280.279275364E-3	184.425141254E-3	-1.564579963E+9	-696.628992422E+6	225.559127309E+6	148.419014788E+6
810.493528843E+0	2.799999952E+0	1.198554767E-9	68.020486196E-12	2.336146858E+9	132.581213248E+6	-2.298212000E+0	-580.904850967E-3	259.842992292E-3	205.594375233E-3	-1.917486012E+9	-484.671094824E+6	216.796928700E+6	171.535236395E+6
816.821465492E+0	2.900000095E+0	1.235815767E-9	61.398062696E-12	2.346628174E+9	116.585681789E+6	-2.248743501E+0	-619.913776100E-3	265.866005905E-3	202.330522188E-3	-1.819642993E+9	-501.623132526E+6	215.134013561E+6	163.722237283E+6
823.152595043E+0	3.000000000E+0	1.281274533E-9	49.415157046E-12	2.341418581E+9	90.301932873E+6	-2.239530308E+0	-619.830675300E-3	267.964900842E-3	199.300375995E-3	-1.747892626E+9	-483.761020121E+6	209.139332649E+6	155.548534534E+6
829.489059925E+0	3.099999905E+0	1.287186967E-9	45.545954241E-12	2.408352465E+9	85.217388016E+6	-2.249265371E+0	-615.534260833E-3	268.410559524E-3	200.310159424E-3	-1.747427087E+9	-478.201129108E+6	208.524920214E+6	155.618542303E+6
835.824394226E+0	3.200000048E+0	1.320496400E-9	66.473952813E-12	2.423331141E+9	121.990790673E+6	-2.260561165E+0	-607.551028767E-3	266.970756376E-3	200.054816878E-3	-1.711902558E+9	-460.092908066E+6	202.174543131E+6	151.499706382E+6
842.147136688E+0	3.299999952E+0	1.370776100E-9	49.405331546E-12	2.407395309E+9	86.767024451E+6	-2.282052815E+0	-595.350248700E-3	268.388205179E-3	199.809566655E-3	-1.664788885E+9	-434.316186794E+6	195.792883447E+6	145.763824344E+6
848.477279186E+0	3.400000095E+0	1.387984167E-9	51.794235332E-12	2.449595735E+9	91.409499496E+6	-2.303791298E+0	-578.846782933E-3	269.338142655E-3	199.339544955E-3	-1.659810935E+9	-417.041344444E+6	194.049866795E+6	143.618025149E+6
854.809886932E+0	3.500000000E+0	1.420322267E-9	41.178198490E-12	2.464229480E+9	71.443314673E+6	-2.326266761E+0	-565.352712100E-3	268.035270418E-3	199.134097541E-3	-1.637844323E+9	-398.045377002E+6	188.714404265E+6	140.203461013E+6
861.137715816E+0	3.599999905E+0	1.489956167E-9	59.213053185E-12	2.416178399E+9	96.022489262E+6	-2.345186816E+0	-554.804733633E-3	269.513366293E-3	200.000177648E-3	-1.573997188E+9	-372.363124530E+6	180.886775277E+6	134.232256037E+6
867.466708660E+0	3.700000048E+0	1.501304300E-9	46.804509231E-12	2.464523713E+9	76.833739084E+6	-2.368564029E+0	-538.783194167E-3	269.288896642E-3	198.611737129E-3	-1.577670849E+9	-358.876740822E+6	179.369962933E+6	132.292791760E+6
873.798400879E+0	3.799999952E+0	1.517014200E-9	48.730500290E-12	2.504920489E+9	80.464657902E+6	-2.190973007E+0	-716.842302700E-3	280.895126974E-3	184.842668872E-3	-1.444266644E+9	-472.534998486E+6	185.163149411E+6	121.846366944E+6
880.126886368E+0	3.900000095E+0	1.519364633E-9	56.439932489E-12	2.566862496E+9	95.351400721E+6	-2.548552023E+0	-433.413526237E-3	260.542074638E-3	205.989941877E-3	-1.677380115E+9	-285.259717600E+6	171.480939415E+6	135.576370121E+6
886.451866150E+0	4.000000000E+0	1.576715667E-9	65.051283544E-12	2.536919043E+9	104.666835928E+6	-2.280064574E+0	-652.820433100E-3	277.370221218E-3	189.431226750E-3	-1.446084809E+9	-414.038147081E+6	175.916449035E+6	120.142921615E+6
892.788978100E+0	4.099999905E+0	1.577651433E-9	54.134729501E-12	2.598799594E+9	89.173888530E+6	-2.618656095E+0	-396.349353297E-3	261.826594242E-3	205.609042880E-3	-1.659844526E+9	-251.227454254E+6	165.959722604E+6	130.326026735E+6
899.121193409E+0	4.199999809E+0	1.613550933E-9	70.407153281E-12	2.602954591E+9	113.579694986E+6	-2.552296748E+0	-441.939100073E-3	265.833413767E-3	202.646309528E-3	-1.581788771E+9	-273.892252760E+6	164.750556227E+6	125.590277531E+6
905.449290276E+0	4.300000191E+0	1.674564800E-9	52.843897274E-12	2.567831469E+9	81.032529991E+6	-2.322707662E+0	-637.953672067E-3	277.131437925E-3	187.180087202E-3	-1.387051527E+9	-380.966847068E+6	165.494603688E+6	111.778348143E+6
911.781486988E+0	4.400000095E+0	1.671037533E-9	58.466617442E-12	2.633094714E+9	92.127279155E+6	-2.669039411E+0	-361.147278727E-3	262.635527691E-3	203.905129887E-3	-1.597234866E+9	-216.121584059E+6	157.169137408E+6	122.023069991E+6
918.263264656E+0	4.500000000E+0	1.677545800E-9	68.522743501E-12	2.682490100E+9	109.571721400E+6	-2.586815505E+0	-389.635740733E-3	265.193588509E-3	202.583849571E-3	-1.542023773E+9	-232.265337097E+6	158.084261252E+6	120.762037955E+6
924.596796036E+0	4.599999905E+0	1.672673133E-9	58.220592484E-12	2.750088952E+9	95.722113897E+6	-2.584609261E+0	-405.357610327E-3	268.990849695E-3	200.246777827E-3	-1.545196852E+9	-242.341197601E+6	160.814952028E+6	119.716622355E+6
930.931492805E+0	4.699999809E+0	1.681700500E-9	57.486483348E-12	2.794790041E+9	95.535828854E+6	-2.396292050E+0	-588.622610033E-3	282.077288285E-3	185.361466687E-3	-1.424922006E+9	-350.016313864E+6	167.733367675E+6	110.222638744E+6
937.269256592E+0	4.800000191E+0	1.736344667E-9	55.387875770E-12	2.764428217E+9	88.182841569E+6	-2.749872950E+0	-311.027317613E-3	260.494623252E-3	204.949518093E-3	-1.583713765E+9	-179.127637262E+6	150.024720468E+6	118.035043403E+6
943.597800732E+0	4.900000095E+0	1.808670767E-9	66.417569810E-12	2.709171943E+9	99.485555898E+6	-2.691580515E+0	-348.749941452E-3	265.074414013E-3	200.620470462E-3	-1.488153933E+9	-192.821130235E+6	146.557581898E+6	110.921497798E+6
949.923995972E+0	5.000000000E+0	1.803440333E-9	40.586395797E-12	2.772478749E+9	62.394589820E+6	-2.678337639E+0	-354.399785650E-3	269.705499456E-3	199.369257340E-3	-1.485126837E+9	-196.513174902E+6	149.550553168E+6	110.549405852E+6
956.266085625E+0	5.099999905E+0	1.850379967E-9	51.975677374E-12	2.756190618E+9	77.419166303E+6	-2.690513097E+0	-349.441899332E-3	270.365934690E-3	198.640653436E-3	-1.454032764E+9	-188.848726006E+6	146.113738562E+6	107.351277583E+6
962.592690468E+0	5.199999809E+0	1.879090400E-9	63.791135642E-12	2.767296246E+9	93.943841217E+6	-2.706335404E+0	-343.934468973E-3	270.284876827E-3	200.235239764E-3	-1.440236938E+9	-183.032423013E+6	143.838144682E+6	106.559662997E+6
968.928857327E+0	5.300000191E+0	1.876176100E-9	71.252040935E-12	2.824894844E+9	107.281786096E+6	-2.525007571E+0	-527.569839867E-3	281.240884642E-3	187.494826377E-3	-1.345826530E+9	-281.194201262E+6	149.901112503E+6	99.934556451E+6
975.256320000E+0	5.400000095E+0	1.910129233E-9	66.255655569E-12	2.827033900E+9	98.059849077E+6	-2.882582388E+0	-241.851027373E-3	263.498584677E-3	205.617506912E-3	-1.509103330E+9	-126.615007588E+6	137.948040415E+6	107.645861507E+6
981.591549397E+0	5.500000000E+0	1.945586333E-9	61.561120943E-12	2.826911305E+9	89.447497520E+6	-2.828532257E+0	-279.859057563E-3	267.806514355E-3	202.551973601E-3	-1.453819966E+9	-143.843042464E+6	137.648229619E+6	104.108447993E+6
987.927940845E+0	5.599999905E+0	1.979629000E-9	57.378073830E-12	2.828812825E+9	81.991035262E+6	-2.813278433E+0	-283.934346780E-3	268.298403409E-3	200.551363512E-3	-1.421113973E+9	-143.428059894E+6	135.529638841E+6	101.307549804E+6
994.258911133E+0	5.699999809E+0	2.036091800E-9	62.637231779E-12	2.799480755E+9	86.121718531E+6	-2.819008591E+0	-277.875181743E-3	270.110210848E-3	199.366297396E-3	-1.384519397E+9	-136.474780628E+6	132.661116187E+6	97.916163405E+6
1.000597558E+3	5.800000191E+0	2.048582367E-9	57.398228085E-12	2.831226259E+9	79.326744794E+6	-2.835744084E+0	-263.937783763E-3	270.782324442E-3	198.849643695E-3	-1.384247043E+9	-128.839234418E+6	132.180345222E+6	97.066950751E+6
1.006923202E+3	5.900000095E+0	2.073970900E-9	57.670950976E-12	2.844784416E+9	79.104978082E+6	-2.855295976E+0	-254.783208150E-3	272.164606406E-3	200.710697948E-3	-1.376729045E+9	-122.848014960E+6	131.228748873E+6	96.776043458E+6
1.013251443E+3	6.000000000E+0	2.105066167E-9	63.541064963E-12	2.850266702E+9	86.034816639E+6	-2.876943199E+0	-240.011899289E-3	271.498223192E-3	196.951122408E-3	-1.366675901E+9	-114.016320764E+6	128.973724195E+6	93.560537681E+6
1.019583174E+3	6.099999905E+0	2.112251867E-9	75.525308209E-12	2.887913132E+9	103.259716725E+6	-2.896119988E+0	-223.921716680E-3	271.693075336E-3	198.834436415E-3	-1.371105423E+9	-106.010897760E+6	128.627215165E+6	94.133867061E+6
1.025915953E+3	6.199999809E+0	2.153399900E-9	67.485739561E-12	2.879167873E+9	90.230696683E+6	-2.708633534E+0	-403.865493177E-3	280.858433643E-3	185.425253321E-3	-1.257840466E+9	-187.547836877E+6	130.425581260E+6	86.108136868E+6
1.032249816E+3	6.300000191E+0	2.181086967E-9	61.262352258E-12	2.888468129E+9	81.131268371E+6	-3.071939656E+0	-119.658719783E-3	264.722741037E-3	204.815783211E-3	-1.408444369E+9	-54.861966355E+6	121.371932932E+6	93.905372111E+6
1.038577130E+3	6.400000095E+0	2.181153333E-9	76.445283497E-12	2.934227501E+9	102.839103405E+6	-3.016580956E+0	-156.947798373E-3	269.127221501E-3	201.756460591E-3	-1.383021042E+9	-71.956334282E+6	123.387575458E+6	92.499897879E+6
1.044903873E+3	6.500000000E+0	2.227618633E-9	56.605426048E-12	2.917914181E+9	74.146343056E+6	-2.799230128E+0	-350.458620050E-3	281.904868026E-3	184.646541600E-3	-1.256602044E+9	-157.324334967E+6	126.549878784E+6	82.889655723E+6
1.051234372E+3	6.599999905E+0	2.244007200E-9	53.832753852E-12	2.941166991E+9	70.557313130E+6	-3.144951578E+0	-75.561435001E-3	262.234275636E-3	204.607479352E-3	-1.401489076E+9	-33.672545704E+6	116.859819183E+6	91.179511078E+6
1.057554416E+3	6.699999809E+0	2.279720500E-9	65.913566891E-12	2.938956688E+9	84.974065117E+6	-3.086940893E+0	-117.100825627E-3	270.088847221E-3	202.143778287E-3	-1.354087439E+9	-51.366308118E+6	118.474544235E+6	88.670421785E+6
1.063888719E+3	6.800000191E+0	2.281782500E-9	49.262502981E-12	2.980126366E+9	64.339385550E+6	-3.074156504E+0	-125.913616055E-3	271.044696155E-3	200.230372134E-3	-1.347260970E+9	-55.182128908E+6	118.786385712E+6	87.751734503E+6
1.070215909E+3	6.900000095E+0	2.292194867E-9	71.909411457E-12	3.010215316E+9	94.434733668E+6	-2.875237067E+0	-310.112151607E-3	283.577479230E-3	185.444401410E-3	-1.254359788E+9	-135.290483421E+6	123.714385436E+6	80.902546335E+6
1.076544912E+3	7.000000000E+0	2.336868933E-9	65.697763218E-12	2.995461106E+9	84.213150200E+6	-3.229950110E+0	-27.223868743E-3	263.695327598E-3	205.122519990E-3	-1.382169990E+9	-11.649719997E+6	112.841299671E+6	87.776647232E+6
1.082883625E+3	7.099999905E+0	2.359988200E-9	65.735675859E-12	3.008489578E+9	83.799188379E+6	-2.954994563E+0	-247.583236085E-3	280.926450858E-3	189.317139434E-3	-1.252122601E+9	-104.908675427E+6	119.037226906E+6	80.219527976E+6
1.089219512E+3	7.199999809E+0	2.370807733E-9	62.562913443E-12	3.036939566E+9	80.141373145E+6	-3.056363074E+0	-154.644552053E-3	277.442654281E-3	193.801623641E-3	-1.289165305E+9	-65.228634899E+6	117.024527287E+6	81.744977004E+6
1.095552480E+3	7.300000191E+0	2.393859433E-9	61.335907326E-12	3.049469024E+9	78.134057025E+6	-3.358522334E+0	43.132448859E-3	259.368796214E-3	207.219812043E-3	-1.402973912E+9	18.017953878E+6	108.347546478E+6	86.563065967E+6
1.101877783E+3	7.400000095E+0	2.423591633E-9	52.473456933E-12	3.053319707E+9	66.107770770E+6	-3.258286814E+0	-15.885212797E-3	265.972015599E-3	202.975753840E-3	-1.344404218E+9	-6.554409818E+6	109.742917058E+6	83.749981246E+6
1.108207585E+3	7.500000000E+0	2.432993667E-9	67.021259337E-12	3.082622081E+9	84.916461873E+6	-3.233913993E+0	-27.904797138E-3	272.019507695E-3	201.014156285E-3	-1.329191291E+9	-11.469325843E+6	111.804445454E+6	82.620090237E+6
1.114540255E+3	7.599999905E+0	2.457121400E-9	60.568875812E-12	3.093050227E+9	76.244737071E+6	-3.225867183E+0	-26.207612212E-3	268.926330847E-3	200.798741202E-3	-1.312864388E+9	-10.665981832E+6	109.447718313E+6	81.721131566E+6
1.120868924E+3	7.699999809E+0	2.517846467E-9	57.323017771E-12	3.058168920E+9	69.624368944E+6	-3.237516062E+0	-20.990713857E-3	271.627269648E-3	199.849998251E-3	-1.285827434E+9	-8.336772768E+6	107.880791480E+6	79.373385509E+6
1.127202392E+3	7.800000191E+0	2.520809833E-9	63.637323689E-12	3.094243797E+9	78.113545691E+6	-3.258577738E+0	-8.787120081E-3	273.950232117E-3	200.270062961E-3	-1.292670988E+9	-3.485832198E+6	108.675485352E+6	79.446716017E+6
1.133535048E+3	7.900000095E+0	2.489732433E-9	62.887136295E-12	3.173031764E+9	80.146315465E+6	-3.278257837E+0	4.862168038E-3	270.919531107E-3	198.084005182E-3	-1.316710901E+9	1.952887778E+6	108.814717389E+6	79.560358587E+6
1.139865673E+3	8.000000000E+0	2.551035967E-9	61.993002581E-12	3.135980874E+9	76.207812414E+6	-3.300201403E+0	17.421839970E-3	272.574710669E-3	199.489559698E-3	-1.293671060E+9	6.829319617E+6	106.848634919E+6	78.199430469E+6
1.146196321E+3	8.100000381E+0	2.554050700E-9	60.223835927E-12	3.171432886E+9	74.781543591E+6	-3.117506865E+0	-157.738689806E-3	284.759143490E-3	184.005436893E-3	-1.220612757E+9	-61.760203040E+6	111.493144396E+6	72.044551384E+6
1.152532237E+3	8.199999809E+0	2.593257033E-9	51.370215015E-12	3.162046686E+9	62.637454013E+6	-3.479814913E+0	126.788594043E-3	264.379762592E-3	204.941519423E-3	-1.341870423E+9	48.891641828E+6	101.948923379E+6	79.028617985E+6
1.158863883E+3	8.300000191E+0	2.593475000E-9	56.918603086E-12	3.200339387E+9	70.237363880E+6	-3.425140369E+0	85.893306270E-3	270.614174367E-3	201.708330039E-3	-1.320676069E+9	33.119002986E+6	104.344238663E+6	77.775313060E+6
1.165199203E+3	8.399999619E+0	2.673623367E-9	51.908879423E-12	3.141803637E+9	60.998683741E+6	-3.412952349E+0	80.844684563E-3	271.469997342E-3	198.775220405E-3	-1.276526975E+9	30.237873281E+6	101.536364742E+6	74.346754627E+6
1.171529319E+3	8.500000000E+0	2.704751933E-9	58.550755249E-12	3.142617219E+9	68.029385390E+6	-3.419930369E+0	87.144705072E-3	270.420255122E-3	200.317549107E-3	-1.264415537E+9	32.219111852E+6	99.979688263E+6	74.061338727E+6
1.177860404E+3	8.600000381E+0	2.683233000E-9	61.484689520E-12	3.205088929E+9	73.442707982E+6	-3.431593445E+0	97.852443090E-3	272.262709131E-3	199.013320797E-3	-1.278902520E+9	36.468112568E+6	101.468157678E+6	74.169228240E+6
1.184192518E+3	8.699999809E+0	2.751230233E-9	69.519396482E-12	3.162221650E+9	79.904523445E+6	-3.453400457E+0	108.642826402E-3	273.988383263E-3	199.260239367E-3	-1.255220452E+9	39.488816707E+6	99.587588106E+6	72.425868600E+6
1.190522897E+3	8.800000191E+0	2.730428467E-9	54.758092582E-12	3.222937461E+9	64.635243167E+6	-3.271724858E+0	-69.510498302E-3	285.822865342E-3	185.707907850E-3	-1.198245952E+9	-25.457725464E+6	104.680590915E+6	68.014200012E+6
1.196859127E+3	8.899999619E+0	2.751811200E-9	79.046218200E-12	3.234233373E+9	92.903872508E+6	-3.628625919E+0	213.975513233E-3	263.608822750E-3	205.635749359E-3	-1.318631859E+9	77.758064664E+6	95.794661622E+6	74.727419294E+6
1.203199060E+3	9.000000000E+0	2.809006533E-9	54.548627587E-12	3.203979732E+9	62.218686616E+6	-3.359502646E+0	-9.408215173E-3	283.100362407E-3	189.919478585E-3	-1.195975377E+9	-3.349303414E+6	100.783091476E+6	67.610906679E+6
1.209526163E+3	9.100000381E+0	2.814543467E-9	57.783112958E-12	3.233206553E+9	66.378345799E+6	-3.702836940E+0	248.141294577E-3	265.128906360E-3	204.940536566E-3	-1.315608369E+9	88.163958921E+6	94.199613365E+6	72.814841552E+6
1.215856023E+3	9.199999809E+0	2.853865833E-9	55.000777074E-12	3.223697380E+9	62.128309912E+6	-3.632318127E+0	208.604917548E-3	270.255450084E-3	201.485653595E-3	-1.272771160E+9	73.095558702E+6	94.698022215E+6	70.600955112E+6
1.222279904E+3	9.300000191E+0	2.905101233E-9	76.677794403E-12	3.201265444E+9	84.494808910E+6	-3.603585024E+0	203.368309389E-3	273.840203980E-3	201.348997227E-3	-1.240433546E+9	70.003863224E+6	94.261845625E+6	69.308771383E+6
1.228618864E+3	9.399999619E+0	2.930061767E-9	60.248253650E-12	3.208123366E+9	65.965786973E+6	-3.612597280E+0	202.853262428E-3	273.972013619E-3	199.378290473E-3	-1.232942363E+9	69.231735909E+6	93.503835563E+6	68.045763656E+6
1.234958127E+3	9.500000000E+0	2.969113267E-9	69.148340304E-12	3.199608485E+9	74.516394784E+6	-3.628932334E+0	214.026333150E-3	272.666886384E-3	198.207224115E-3	-1.222227651E+9	72.084260157E+6	91.834450859E+6	66.756370106E+6
1.241287976E+3	9.600000381E+0	2.918407667E-9	66.933689343E-12	3.289465173E+9	75.443894470E+6	-3.645197169E+0	222.979374816E-3	273.380771870E-3	199.552491550E-3	-1.249036319E+9	76.404464449E+6	93.674634628E+6	68.377181786E+6
1.247626289E+3	9.699999809E+0	2.947665567E-9	46.612584738E-12	3.290739601E+9	52.037748181E+6	-3.669769995E+0	233.321642588E-3	274.974935906E-3	200.382141753E-3	-1.244975019E+9	79.154720002E+6	93.285662734E+6	67.979944543E+6
1.253958155E+3	9.800000191E+0	2.952656933E-9	60.618590023E-12	3.319044648E+9	68.140597199E+6	-3.692198400E+0	243.729747970E-3	273.837374613E-3	200.513664780E-3	-1.250466439E+9	82.545908134E+6	92.742699472E+6	67.909570704E+6
1.260292421E+3	9.899999619E+0	3.001928300E-9	63.811503989E-12	3.297880105E+9	70.102503615E+6	-3.710677835E+0	255.116113828E-3	273.706594062E-3	200.274261747E-3	-1.236098089E+9	84.984079676E+6	91.176925865E+6	66.715204939E+6
1.266631359E+3	10.000000000E+0	3.015151233E-9	64.060386062E-12	3.316583225E+9	70.464658431E+6	-3.731978395E+0	269.671861295E-3	274.457255651E-3	197.851283049E-3	-1.237741694E+9	89.438917131E+6	91.026032995E+6	65.619024632E+6
